id,stage_name,full_name,korean_name,k_stage_name,date_of_birth,group,debut,company,country,second_country,height,weight,birthplace,other_group,former_group,gender,birth_year,debut_year,debut_age
146,Hueningkai,Kai Kamal Huening,카이 카말 휴닝,휴닝카이,2002-08-14,TXT,2019-03-04,Big Hit,USA,South Korea,N/A,N/A,N/A,N/A,N/A,M,2002.0,2019.0,17.0
147,Soobin,Choi Soobin,최수빈,수빈,2000-12-05,TXT,2019-03-04,Big Hit,South Korea,N/A,184.0,65.0,N/A,N/A,N/A,M,2000.0,2019.0,19.0
148,Taehyun,Kang Taehyun,강태현,태현,2002-02-05,TXT,2019-03-04,Big Hit,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2002.0,2019.0,17.0
149,Yeonjun,Choi Yeonjun,최연준,연준,1999-09-13,TXT,2019-03-04,Big Hit,South Korea,N/A,183.0,63.0,N/A,N/A,N/A,M,1999.0,2019.0,20.0
150,Ahyoon,Shin Ahyoon,신아윤,아윤,2003-09-24,Queenz Eye,2022-10-24,Big Mountain,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,F,2003.0,2022.0,19.0
151,Damin,Kang Damin,강다민,다민,2004-03-24,Queenz Eye,2022-10-24,Big Mountain,South Korea,N/A,166.0,42.0,Seoul,N/A,N/A,F,2004.0,2022.0,18.0
152,Hannah,Bae Hyunyoung,배현영,해나,1999-10-23,Queenz Eye,2022-10-24,Big Mountain,South Korea,N/A,N/A,N/A,Seongnam,N/A,N/A,F,1999.0,2022.0,23.0
153,Jenna,Kim Minji,김민지,제나,2006-10-06,Queenz Eye,2022-10-24,Big Mountain,South Korea,N/A,N/A,N/A,Changwon,N/A,N/A,F,2006.0,2022.0,16.0
154,Narin,Lee Eunseo,이은서,나린,2000-06-06,Queenz Eye,2022-10-24,Big Mountain,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,2000.0,2022.0,22.0
155,Wonchae,Hwang Chaewon,황채원,원채,2002-12-22,Queenz Eye,2022-10-24,Big Mountain,South Korea,N/A,163.0,N/A,Incheon,N/A,N/A,F,2002.0,2022.0,20.0
156,Eunha,Jung Eunbi,정은비,은하,1997-05-30,VIVIZ,2022-02-09,Big Planet Made,South Korea,N/A,163.0,N/A,Seoul,N/A,Gfriend,F,1997.0,2022.0,25.0
157,SinB,Hwang Eunbi,황은비 ,신비,1998-06-03,VIVIZ,2022-02-09,Big Planet Made,South Korea,N/A,165.0,N/A,Cheongju,N/A,Gfriend,F,1998.0,2022.0,24.0
158,Umji,Kim Yewon,김예원,엄지,1998-08-19,VIVIZ,2022-02-09,Big Planet Made,South Korea,N/A,163.0,N/A,Incheon,N/A,Gfriend,F,1998.0,2022.0,24.0
159,Choerry,Choi Yerim,최예림,최리,2001-06-04,LOONA,2018-08-20,Blockberry,South Korea,N/A,N/A,N/A,N/A,Loona Odd Eye Circle| ARTMS,N/A,F,2001.0,2018.0,17.0
160,Chuu,Kim Jiwoo,김지우,츄,1999-10-20,LOONA,2018-08-20,Blockberry,South Korea,N/A,N/A,N/A,Cheongju,Loona yyxy,N/A,F,1999.0,2018.0,19.0
161,Gowon,Park Chaewon,박채원,고원,2000-11-19,LOONA,2018-08-20,Blockberry,South Korea,N/A,N/A,N/A,N/A,Loona yyxy,N/A,F,2000.0,2018.0,18.0
162,Haseul,Jo Haseul,조하슬,하슬,1997-08-18,LOONA,2018-08-20,Blockberry,South Korea,N/A,N/A,N/A,Ansan,Loona 1/3,N/A,F,1997.0,2018.0,21.0
163,Heejin,Jeon Heejin,전희진,희진,2000-10-19,LOONA,2018-08-20,Blockberry,South Korea,N/A,N/A,N/A,Seongnam,Loona 1/3|ARTMS,N/A,F,2000.0,2018.0,18.0
164,Hyunjin,Kim Hyunjin,김현진,현진,2000-11-15,LOONA,2018-08-20,Blockberry,South Korea,N/A,N/A,N/A,Jeonju,Loona 1/3,N/A,F,2000.0,2018.0,18.0
165,JinSoul,Jung Jinsol,정진솔,진솔,1997-06-13,LOONA,2018-08-20,Blockberry,South Korea,N/A,N/A,N/A,N/A,Loona Odd Eye Circle| ARTMS,N/A,F,1997.0,2018.0,21.0
166,Kim Lip,Kim Jungeun,김정은,김립,1999-02-10,LOONA,2018-08-20,Blockberry,South Korea,N/A,N/A,N/A,N/A,Loona Odd Eye Circle| ARTMS,N/A,F,1999.0,2018.0,19.0
167,Olivia Hye,Son Hyeju,손혜주,올리비아 혜,2001-11-13,LOONA,2018-08-20,Blockberry,South Korea,N/A,N/A,N/A,N/A,Loona yyxy,N/A,F,2001.0,2018.0,17.0
168,Vivi,Wong Viian,황가희,비비,1996-12-09,LOONA,2018-08-20,Blockberry,Hong Kong,N/A,N/A,N/A,Hong Kong,Loona 1/3,N/A,F,1996.0,2018.0,22.0
169,Yeojin,Im Yeojin,임여진,여진,2002-11-11,LOONA,2018-08-20,Blockberry,South Korea,N/A,N/A,N/A,Guro,Loona 1/3,N/A,F,2002.0,2018.0,16.0
170,Yves,Ha Sooyoung,하수영,이브,1997-05-24,LOONA,2018-08-20,Blockberry,South Korea,N/A,N/A,N/A,N/A,Loona yyxy,N/A,F,1997.0,2018.0,21.0
171,Bain,Song Byeonghee,송병희,배인,2001-05-04,JUST B,2021-06-30,Bluedot,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2001.0,2021.0,20.0
172,DY,Jeon Doyum,전도염,도염,2002-02-21,JUST B,2021-06-30,Bluedot,South Korea,N/A,175.0,55.0,Daejeon,N/A,1the9,M,2002.0,2021.0,19.0
173,Geonu,Lee Geonwoo,이건우,건우,2001-02-02,JUST B,2021-06-30,Bluedot,South Korea,N/A,176.0,N/A,N/A,N/A,N/A,M,2001.0,2021.0,20.0
174,JM,Chu Jimin,추지민,지민,2001-10-11,JUST B,2021-06-30,Bluedot,South Korea,N/A,173.0,N/A,N/A,N/A,N/A,M,2001.0,2021.0,20.0
175,Lim Jimin,Lim Jimin,임지민,임지민,2001-05-22,JUST B,2021-06-30,Bluedot,South Korea,N/A,178.0,59.0,N/A,N/A,N/A,M,2001.0,2021.0,20.0
176,Sangwoo,Kim Sangwoo,김상우,상우,2002-09-03,JUST B,2021-06-30,Bluedot,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2002.0,2021.0,19.0
177,Dan-a,Park Seungyeon,박승연,단아,1993-06-26,Matilda,2016-03-18,Box,South Korea,N/A,N/A,160.0,N/A,N/A,N/A,F,1993.0,2016.0,23.0
178,Haena,Lee Haena,이해나,해나,1991-06-02,Matilda,2016-03-18,Box,South Korea,N/A,N/A,165.0,N/A,N/A,N/A,F,1991.0,2016.0,25.0
179,Saebyeol,Han Saebyeol,한새별,새별,1996-05-23,Matilda,2016-03-18,Box,South Korea,N/A,N/A,168.0,N/A,N/A,N/A,F,1996.0,2016.0,20.0
180,Semmi,Oh Heesun,오희선,세미,1995-10-22,Matilda,2016-03-18,Box,South Korea,N/A,N/A,165.0,N/A,N/A,N/A,F,1995.0,2016.0,21.0
181,Daehwi,Lee Daehwi,이대휘,대휘,2001-01-29,AB6IX,2019-05-22,Brand New,South Korea,N/A,N/A,N/A,Seoul,N/A,Wanna One,M,2001.0,2019.0,18.0
182,Donghyun,Kim Donghyun,김동현,동현,1998-09-17,AB6IX,2019-05-22,Brand New,South Korea,N/A,N/A,N/A,Daejeon,MXM,N/A,M,1998.0,2019.0,21.0
183,Jeon Woong,Jeon Woong,전웅,전웅,1997-10-15,AB6IX,2019-05-22,Brand New,South Korea,N/A,173.0,N/A,N/A,N/A,N/A,M,1997.0,2019.0,22.0
184,Woojin,Park Woojin,박우진,우진,1999-11-02,AB6IX,2019-05-22,Brand New,South Korea,N/A,N/A,N/A,Busan,N/A,Wanna One,M,1999.0,2019.0,20.0
185,Dey,Kim Sehyun,김세현,데이,2003-06-11,YOUNITE,2022-04-20,Brand New,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2003.0,2022.0,19.0
186,Eunho,Myung Eunho,명은호,은호,2001-03-25,YOUNITE,2022-04-20,Brand New,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2001.0,2022.0,21.0
187,Eunsang,Lee Eunsang,이은상,은상,2002-10-26,YOUNITE,2022-04-20,Brand New,South Korea,N/A,180.0,58.0,N/A,N/A,X1,M,2002.0,2022.0,20.0
188,Hyungseok,Song Hyungseok,송형석,형석,2002-11-06,YOUNITE,2022-04-20,Brand New,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2002.0,2022.0,20.0
189,Hyunseung,Kim Hyunseung,김현승,현승,2002-10-15,YOUNITE,2022-04-20,Brand New,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2002.0,2022.0,20.0
190,Kyungmun,Lim Kyungmun,임경문,경문,2003-06-29,YOUNITE,2022-04-20,Brand New,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2003.0,2022.0,19.0
191,Sion,Kim Sion,김시온,시온,2004-10-19,YOUNITE,2022-04-20,Brand New,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2004.0,2022.0,18.0
192,Steve,Lim Dohyun,임도현,스티브,2002-03-09,YOUNITE,2022-04-20,Brand New,South Korea,USA,N/A,N/A,Los Angeles,N/A,N/A,M,2002.0,2022.0,20.0
193,Woono,Song Wonho,홍원호,우노,2003-04-05,YOUNITE,2022-04-20,Brand New,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2003.0,2022.0,19.0
194,Eunji,Hong Eunji,홍은지,은지,1992-07-19,Brave Girls,2011-04-08,Brave,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,F,1992.0,2011.0,19.0
195,Minyoung,Kim Minyeong,김민영,민영,1990-09-12,Brave Girls,2011-04-08,Brave,South Korea,N/A,N/A,N/A,Seongnam,N/A,N/A,F,1990.0,2011.0,21.0
196,Yujeong,Nam Yujeong,남유정,유정,1991-05-02,Brave Girls,2011-04-08,Brave,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,F,1991.0,2011.0,20.0
197,Yuna,Lee Yuna,이유나,유나,1993-04-06,Brave Girls,2011-04-08,Brave,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,F,1993.0,2011.0,18.0
198,D1,Jang Dongil,장동일,디원,1998-02-15,DKB,2020-02-03,Brave,South Korea,N/A,174.0,59.0,N/A,N/A,N/A,M,1998.0,2020.0,22.0
199,E-Chan,Lee Changmin,이창민,이찬,1997-02-19,DKB,2020-02-03,Brave,South Korea,N/A,178.0,63.0,N/A,N/A,N/A,M,1997.0,2020.0,23.0
200,GK,Kim Kwanghyun,김광현,지케이,1998-09-29,DKB,2020-02-03,Brave,South Korea,N/A,177.0,60.0,N/A,N/A,N/A,M,1998.0,2020.0,22.0
201,Harry-June,Han Harry-June,한해리준,해리준,2004-01-01,DKB,2020-02-03,Brave,South Korea,N/A,178.0,61.0,N/A,N/A,N/A,M,2004.0,2020.0,16.0
202,Heechan,Yang Heechan,양희찬,희찬,1999-07-31,DKB,2020-02-03,Brave,South Korea,N/A,176.0,63.0,N/A,N/A,N/A,M,1999.0,2020.0,21.0
203,Junseo,Hwang Junseo,황준서,준서,2001-01-16,DKB,2020-02-03,Brave,South Korea,N/A,182.0,67.0,N/A,N/A,N/A,M,2001.0,2020.0,19.0
204,Lune,Jung Sungmin,정성민,룬,2000-02-27,DKB,2020-02-03,Brave,South Korea,N/A,176.0,55.0,N/A,N/A,N/A,M,2000.0,2020.0,20.0
205,Teo,Jang Sungsik,장성식,테오,1997-10-22,DKB,2020-02-03,Brave,South Korea,N/A,177.0,64.0,N/A,N/A,N/A,M,1997.0,2020.0,23.0
206,Yuku,Amanumu Yuku,아마누마 유쿠,유쿠,2002-05-12,DKB,2020-02-03,Brave,Japan,N/A,176.0,55.0,N/A,N/A,N/A,M,2002.0,2020.0,18.0
207,Jaejoong,Kim Jaejoong,김재중,재중,1986-01-26,JYJ,2010-09-08,C-JeS,South Korea,N/A,N/A,N/A,Gongju,N/A,TVXQ,M,1986.0,2010.0,24.0
208,Xia Junsu,Kim Junsu,김준수,시아 준수,1986-12-15,JYJ,2010-09-08,C-JeS,South Korea,N/A,N/A,N/A,N/A,N/A,TVXQ,M,1986.0,2010.0,24.0
209,Yoochun,Park Yoochun,박유천,유천,1986-07-04,JYJ,2010-09-08,C-JeS,South Korea,N/A,N/A,N/A,Seoul,N/A,TVXQ,M,1986.0,2010.0,24.0
210,BX,Lee Byounggon,이병곤,비엑스,1998-03-05,CIX,2019-07-23,C9,South Korea,N/A,180.0,61.0,Incheon,N/A,N/A,M,1998.0,2019.0,21.0
211,Hyunsuk,Yoon Hyunsuk,윤현석,현석,2001-09-08,CIX,2019-07-23,C9,South Korea,N/A,188.0,N/A,N/A,N/A,N/A,M,2001.0,2019.0,18.0
212,Jinyoung,Bae Jinyoung,배진영,진영,2000-05-10,CIX,2019-07-23,C9,South Korea,N/A,N/A,N/A,Seoul,N/A,Wanna One,M,2000.0,2019.0,19.0
213,Seunghun,Kim Seunghun,김승훈,승훈,1999-02-26,CIX,2019-07-23,C9,South Korea,N/A,181.0,69.0,N/A,N/A,N/A,M,1999.0,2019.0,20.0
214,Yonghee,Kim Yonghee,김용희,용희,2000-02-17,CIX,2019-07-23,C9,South Korea,N/A,177.0,59.0,N/A,N/A,N/A,M,2000.0,2019.0,19.0
215,Belle,Jin Hyeonjoo,진현주,벨,2001-11-03,Cignature,2020-02-04,C9,South Korea,N/A,N/A,N/A,Goyang,N/A,Good Day,F,2001.0,2020.0,19.0
216,Chaesol,Maeng Chaesol,맹채솔,채솔,1998-07-14,Cignature,2020-02-04,C9,South Korea,N/A,N/A,N/A,Yeosu,N/A,Good Day,F,1998.0,2020.0,22.0
217,Chloe,Yun Jiwon,윤지원,클로이,2001-01-06,Cignature,2020-02-04,C9,South Korea,N/A,163.0,N/A,Seoul,N/A,N/A,F,2001.0,2020.0,19.0
218,Dohee,Kwon Dohee,권도희,도희,2002-08-01,Cignature,2020-02-04,C9,South Korea,N/A,158.0,39.0,Seoul,N/A,N/A,F,2002.0,2020.0,18.0
219,Jeewon,Kim Jiwon,김지원,지원,1999-04-01,Cignature,2020-02-04,C9,South Korea,N/A,N/A,N/A,Busan,N/A,Good Day,F,1999.0,2020.0,21.0
220,Seline,Jung Yeonjeong,정연정,셀린,2000-06-20,Cignature,2020-02-04,C9,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,2000.0,2020.0,20.0
221,Semi,Gu Semi,구세미,세미,2002-04-10,Cignature,2020-02-04,C9,South Korea,N/A,166.0,46.0,N/A,N/A,N/A,F,2002.0,2020.0,18.0
222,A-min,Cho Minwoo,조민우,아민,2004-05-22,EPEX,2021-06-08,C9,South Korea,N/A,175.0,54.0,Namyangju,N/A,N/A,M,2004.0,2021.0,17.0
223,Ayden,Kwon Yejun,권예준,에이든,2005-01-24,EPEX,2021-06-08,C9,South Korea,N/A,174.0,55.0,N/A,N/A,N/A,M,2005.0,2021.0,16.0
224,Baek Seung,Kim Hyunwoo,김현우,백승,2004-10-05,EPEX,2021-06-08,C9,South Korea,N/A,186.0,64.0,Seoul,N/A,N/A,M,2004.0,2021.0,17.0
225,Jeff,Lee Jaeho,이재호,제프,2005-04-21,EPEX,2021-06-08,C9,South Korea,N/A,179.0,61.0,N/A,N/A,N/A,M,2005.0,2021.0,16.0
226,Keum,Keum Donghyun,금동현,금,2003-05-14,EPEX,2021-06-08,C9,South Korea,N/A,176.0,57.0,Okcheon,N/A,N/A,M,2003.0,2021.0,18.0
227,Mu,Suh Kyungmin,서경민,뮤,2003-09-14,EPEX,2021-06-08,C9,South Korea,N/A,184.0,63.0,N/A,N/A,N/A,M,2003.0,2021.0,18.0
228,Wish,Kwak Dawit,곽다윗,위시,2002-06-11,EPEX,2021-06-08,C9,South Korea,N/A,184.0,69.0,N/A,N/A,N/A,M,2002.0,2021.0,19.0
229,Yewang,Seo Yewang,서예왕,예왕,2005-03-12,EPEX,2021-06-08,C9,South Korea,N/A,180.0,64.0,N/A,N/A,N/A,M,2005.0,2021.0,16.0
230,Heejin,Song Heejin,송희진,희진,1995-08-19,Good Day,2017-08-30,C9,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,F,1995.0,2017.0,22.0
231,Changgyu,Song Changgyu,송창규,창규,1993-07-06,UNVS,2020-02-23,CHITWN,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1993.0,2020.0,27.0
232,Eunho,Shin Donggeun,신동근,은호,1992-09-10,UNVS,2020-02-23,CHITWN,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1992.0,2020.0,28.0
233,Jen,Kim Yehyeon,김예현,젠,1997-03-27,UNVS,2020-02-23,CHITWN,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1997.0,2020.0,23.0
234,Jun H.,Im Joonhyun,임준현,준현,1991-08-28,UNVS,2020-02-23,CHITWN,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1991.0,2020.0,29.0
235,YY,Kim Moonyong,김문용,와이와이,1991-08-30,UNVS,2020-02-23,CHITWN,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1991.0,2020.0,29.0
236,Haeri,Lee Haeri,이해리,해리,1985-02-14,Davichi,2008-02-04,CJ E&M,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,F,1985.0,2008.0,23.0
237,Minkyung,Kang Minkyung,강민경,민경,1990-08-03,Davichi,2008-02-04,CJ E&M,South Korea,N/A,N/A,N/A,Goyang,N/A,N/A,F,1990.0,2008.0,18.0
238,Narae,Park Narae,박나래,나래,1988-02-23,SPICA,2012-02-07,CJ E&M,South Korea,N/A,N/A,N/A,Incheon,SPICA-S,SPICA,F,1988.0,2012.0,24.0
239,Sihyun,Park Sihyun,박시현,시현,1986-11-29,SPICA,2012-02-07,CJ E&M,South Korea,N/A,N/A,N/A,N/A,SPICA-S,SPICA,F,1986.0,2012.0,26.0
240,Gunwoo,Kim Gunwoo,김건우,건우,2002-05-28,T1419,2021-01-11,CJ E&M,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2002.0,2021.0,19.0
241,Kairi,Imai Kairi,이마이 카이리,카이리,2003-02-24,T1419,2021-01-11,CJ E&M,Japan,N/A,N/A,N/A,N/A,N/A,N/A,M,2003.0,2021.0,18.0
242,Kevin,Baek Seungbin,백승빈,케빈,2001-04-08,T1419,2021-01-11,CJ E&M,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2001.0,2021.0,20.0
243,Kio,Udo Musashi,우도 무사시,키오,2004-11-28,T1419,2021-01-11,CJ E&M,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2004.0,2021.0,17.0
244,Leo,Hayase Leo,하야세 레오,레오,2002-10-08,T1419,2021-01-11,CJ E&M,Japan,N/A,N/A,N/A,N/A,N/A,N/A,M,2002.0,2021.0,19.0
245,Noah,Song Yubin,송유빈,노아,2000-08-02,T1419,2021-01-11,CJ E&M,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2000.0,2021.0,21.0
246,On,Choi Juhwan,최주환,온,2002-10-16,T1419,2021-01-11,CJ E&M,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2002.0,2021.0,19.0
247,Sian,Choi Changmin,최창민,시안,2001-02-01,T1419,2021-01-11,CJ E&M,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2001.0,2021.0,20.0
248,Zero,Nasukawa Shota,나스카와 쇼타,제로,2003-01-20,T1419,2021-01-11,CJ E&M,Japan,N/A,N/A,N/A,N/A,N/A,N/A,M,2003.0,2021.0,18.0
249,Hyunkyung,Kim Hyunjong,김현종,현경,1998-09-05,Romeo,2015-11-04,CT,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1998.0,2015.0,17.0
250,Kangmin,Noh Kangmin,노강민,강민,1999-09-05,Romeo,2015-11-04,CT,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1999.0,2015.0,16.0
251,Kyle,Ma Jaekyung,마재경,카일,1997-01-15,Romeo,2015-11-04,CT,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1997.0,2015.0,18.0
252,Milo,Kim Minhak,김민학,마일로,1996-08-20,Romeo,2015-11-04,CT,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1996.0,2015.0,19.0
253,Minsung,Kim Minhwi,김민휘,민성,1996-12-24,Romeo,2015-11-04,CT,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1996.0,2015.0,19.0
254,Seunghwan,Lee Seunghwan,이승환,승환,1994-12-10,Romeo,2015-11-04,CT,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1994.0,2015.0,21.0
255,Yunsung,Hwang Yunsung,황윤성,윤성,1996-03-19,Romeo,2015-11-04,CT,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1996.0,2015.0,19.0
256,Arie,Jeon Minjae,전민재,아리,2000-04-07,MIXX,2016-05-02,Chiko,South Korea,N/A,163.0,45.0,N/A,N/A,N/A,F,2000.0,2016.0,16.0
257,Hanna,Shin Jiyeon,신지연,한나,1994-02-19,MIXX,2016-05-02,Chiko,South Korea,N/A,170.0,48.0,N/A,N/A,N/A,F,1994.0,2016.0,22.0
258,Heeyu,Choi Heejae,최희재,희유,1995-06-30,MIXX,2016-05-02,Chiko,South Korea,N/A,159.0,N/A,N/A,N/A,N/A,F,1995.0,2016.0,21.0
259,Liyah,Moon Liya,문리야,리야,2000-05-11,MIXX,2016-05-02,Chiko,South Korea,N/A,175.0,52.0,N/A,N/A,N/A,F,2000.0,2016.0,16.0
260,Mia,Son Hyunmi,손현미,미아,1997-12-31,MIXX,2016-05-02,Chiko,South Korea,N/A,174.0,N/A,N/A,N/A,N/A,F,1997.0,2016.0,19.0
261,Changsun,Lee Changsun,이창선,창선,1996-03-17,24K,2012-09-06,Choeun,South Korea,N/A,179.0,58.0,N/A,N/A,N/A,M,1996.0,2012.0,16.0
262,Cory,Hong Joohyung,홍주현,코리,1990-11-25,24K,2012-09-06,Choeun,South Korea,USA,175.0,58.0,Daegu,N/A,N/A,M,1990.0,2012.0,22.0
263,Hongseob,Shim Hongseob,심홍섭,홍섭,1998-01-08,24K,2012-09-06,Choeun,South Korea,N/A,177.0,58.0,N/A,N/A,N/A,M,1998.0,2012.0,14.0
264,Hui,Liang Hui,양휘,양휘,1995-07-18,24K,2012-09-06,Choeun,China,N/A,178.0,58.0,N/A,N/A,N/A,M,1995.0,2012.0,17.0
265,Jeonguk,Kim Jeonguk,김정욱,정욱,1993-03-20,24K,2012-09-06,Choeun,South Korea,N/A,178.0,58.0,Busan,N/A,N/A,M,1993.0,2012.0,19.0
266,Jinhong,Kim Jinhong,김진홍,진홍,1998-01-02,24K,2012-09-06,Choeun,South Korea,N/A,180.0,53.0,Seoul,N/A,N/A,M,1998.0,2012.0,14.0
267,Kisu,Choi Kisu,최기수,기수,1990-10-02,24K,2012-09-06,Choeun,South Korea,N/A,179.0,60.0,Seoul,N/A,N/A,M,1990.0,2012.0,22.0
268,Eson,Kim Jungmin,김정민,이슨,1996-12-28,We In The Zone,2019-05-27,Choon,South Korea,USA,177.0,63.0,Honolulu,N/A,N/A,M,1996.0,2019.0,23.0
269,Jooan,Im Jimyoung,임지명,주안,1996-10-04,We In The Zone,2019-05-27,Choon,South Korea,N/A,173.0,58.0,Dongtan,N/A,N/A,M,1996.0,2019.0,23.0
270,Kyeongheon,Yoon Kyeongheon,윤경헌,경헌,1998-01-06,We In The Zone,2019-05-27,Choon,South Korea,N/A,175.0,60.0,Suncheon,N/A,N/A,M,1998.0,2019.0,21.0
271,Min,Lee Mincheon,이민천,민,1997-10-16,We In The Zone,2019-05-27,Choon,South Korea,N/A,171.0,50.0,Seoul,N/A,N/A,M,1997.0,2019.0,22.0
272,Shihyun,Kim Shihyun,김시현,시현,1998-05-06,We In The Zone,2019-05-27,Choon,South Korea,N/A,N/A,N/A,Changwon,N/A,N/A,M,1998.0,2019.0,21.0
273,Choa,Heo Minjin,허민진,초아,1990-07-12,Crayon Pop,2012-07-18,Chrome,South Korea,N/A,161.0,N/A,Seoul,N/A,N/A,F,1990.0,2012.0,22.0
274,Ellin,Kim Minyoung,김민영,엘린,1990-04-02,Crayon Pop,2012-07-18,Chrome,South Korea,N/A,165.0,44.0,Daegu,N/A,N/A,F,1990.0,2012.0,22.0
275,Geummi,Baek Boram,백보람,금미,1988-06-18,Crayon Pop,2012-07-18,Chrome,South Korea,N/A,165.0,N/A,Seoul,N/A,N/A,F,1988.0,2012.0,24.0
276,Soyul,Park Hyekyeong,박혜경,소율,1991-05-15,Crayon Pop,2012-07-18,Chrome,South Korea,N/A,160.0,N/A,Seoul,N/A,N/A,F,1991.0,2012.0,21.0
277,Way,Heo Minsun,허민선,웨이,1990-07-12,Crayon Pop,2012-07-18,Chrome,South Korea,N/A,161.0,N/A,Seoul,N/A,N/A,F,1990.0,2012.0,22.0
278,Eunjin,Ma Eunjin,마은진,은진,1997-05-23,Playback,2015-06-25,Coridel,South Korea,N/A,165.0,49.0,Wonju,N/A,N/A,F,1997.0,2015.0,18.0
279,Hayoung,Lee Hayoung,이하영,하영,1993-08-03,Playback,2015-06-25,Coridel,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,1993.0,2015.0,22.0
280,Woolim,Hwang Woolim,황우림,우림,1996-08-29,Playback,2015-06-25,Coridel,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,1996.0,2015.0,19.0
281,Yujin,Seo Yoojin,소유진,유진,1994-06-18,Playback,2015-06-25,Coridel,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,1994.0,2015.0,21.0
282,Yunji,Lee Yunji,이윤지,윤지,1992-04-04,Playback,2015-06-25,Coridel,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,1992.0,2015.0,23.0
283,Eric,Son Youngjae,손영재,에릭,2000-12-22,The Boyz,2017-12-31,Cre.Ker,South Korea,N/A,171.0,56.0,N/A,N/A,N/A,M,2000.0,2017.0,17.0
284,Hyunjae,Lee Jaehyun,이재현,현재,1997-09-13,The Boyz,2017-12-31,Cre.Ker,South Korea,N/A,180.0,62.0,N/A,N/A,N/A,M,1997.0,2017.0,20.0
285,Jacob,Bae Joonyoung,배준영,제이콥,1997-05-30,The Boyz,2017-12-31,Cre.Ker,South Korea,Canada,175.0,60.0,Toronto,N/A,N/A,M,1997.0,2017.0,20.0
286,Juhaknyeon,Ju Haknyeon,주학년,주학년,1999-03-09,The Boyz,2017-12-31,Cre.Ker,South Korea,N/A,175.0,58.0,Jeju,N/A,N/A,M,1999.0,2017.0,18.0
287,Juyeon,Lee Juyeon,이주연,주연,1998-01-16,The Boyz,2017-12-31,Cre.Ker,South Korea,N/A,180.0,67.0,N/A,N/A,N/A,M,1998.0,2017.0,19.0
288,Kevin,Moon Hyungseo,문형서,케빈,1998-02-23,The Boyz,2017-12-31,Cre.Ker,Canada,South Korea,176.0,66.0,N/A,N/A,N/A,M,1998.0,2017.0,19.0
289,New,Choi Chanhee,최찬희,뉴,1998-04-26,The Boyz,2017-12-31,Cre.Ker,South Korea,N/A,175.0,51.0,Jeonju,N/A,N/A,M,1998.0,2017.0,19.0
290,Q,Ji Changmin,지창민,큐,1998-11-05,The Boyz,2017-12-31,Cre.Ker,South Korea,N/A,175.0,56.0,N/A,N/A,N/A,M,1998.0,2017.0,19.0
291,Sangyeon,Lee Sangyeon,이상연,상연,1996-11-04,The Boyz,2017-12-31,Cre.Ker,South Korea,N/A,176.0,61.0,N/A,N/A,N/A,M,1996.0,2017.0,21.0
292,Sunwoo,Kim Sunwoo,김선우,선우,2000-04-12,The Boyz,2017-12-31,Cre.Ker,South Korea,N/A,177.0,64.0,N/A,N/A,N/A,M,2000.0,2017.0,17.0
