eco,group,subgroup,name,pgn
A02,Bird Opening,From's Gambit,"Bird Opening: From's Gambit, Langheld Gambit",1. f4 e5 2. fxe5 d6 3. exd6 Nf6
A02,Bird Opening,From's Gambit,"Bird Opening: From's Gambit, Lasker Variation",1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 g5
A02,Bird Opening,From's Gambit,"Bird Opening: From's Gambit, Lipke Variation",1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 Nh6 5. d4
A02,Bird Opening,Hobbs Gambit,Bird Opening: Hobbs Gambit,1. f4 g5
A02,Bird Opening,Hobbs-Zilbermints Gambit,Bird Opening: Hobbs-Zilbermints Gambit,1. f4 h6 2. Nf3 g5
A02,Bird Opening,Horsefly Defense,Bird Opening: Horsefly Defense,1. f4 Nh6
A02,Bird Opening,Lasker Gambit,Bird Opening: Lasker Gambit,1. f4 e5 2. fxe5 f6
A03,Bird Opening,Lasker Variation,Bird Opening: Lasker Variation,1. f4 d5 2. Nf3 Nf6 3. e3 c5
A02,Bird Opening,Mujannah,Bird Opening: Mujannah,1. f4 Nf6 2. c4
A02,Bird Opening,Myers Defense,Bird Opening: Myers Defense,1. f4 b5
A02,Bird Opening,Platz Gambit,Bird Opening: Platz Gambit,1. f4 e5 2. fxe5 Ne7
A02,Bird Opening,Schlechter Gambit,Bird Opening: Schlechter Gambit,1. f4 e5 2. fxe5 Nc6
A02,Bird Opening,Siegener Gambit,Bird Opening: Siegener Gambit,1. f4 e5 2. d4 exd4 3. Nf3 c5 4. c3
A03,Bird Opening,Sturm Gambit,Bird Opening: Sturm Gambit,1. f4 d5 2. c4
A02,Bird Opening,Swiss Gambit,Bird Opening: Swiss Gambit,1. f4 f5 2. e4 fxe4 3. Nc3 Nf6 4. g4
A03,Bird Opening,Thomas Gambit,Bird Opening: Thomas Gambit,1. f4 d5 2. b3 Nf6 3. Bb2 d4 4. Nf3 c5 5. e3
A02,Bird Opening,Wagner-Zwitersch Gambit,Bird Opening: Wagner-Zwitersch Gambit,1. f4 f5 2. e4
A03,Bird Opening,Williams Gambit,Bird Opening: Williams Gambit,1. f4 d5 2. e4
A03,Bird Opening,Williams Gambit,Bird Opening: Williams Gambit,1. f4 d5 2. e4 dxe4 3. Nc3 Nf6 4. Qe2
A03,Bird Opening,Williams-Zilbermints Gambit,Bird Opening: Williams-Zilbermints Gambit,1. f4 d5 2. e4 dxe4 3. Nc3 Nf6 4. Nge2
C23,Bishop's Opening,,Bishop's Opening,1. e4 e5 2. Bc4
C23,Bishop's Opening,Anderssen Gambit,Bishop's Opening: Anderssen Gambit,1. e4 e5 2. Bc4 b5 3. Bxb5 c6
C24,Bishop's Opening,Berlin Defense,Bishop's Opening: Berlin Defense,1. e4 e5 2. Bc4 Nf6
C24,Bishop's Opening,Berlin Defense,"Bishop's Opening: Berlin Defense, Greco Gambit",1. e4 e5 2. Bc4 Nf6 3. f4
C27,Bishop's Opening,Boden-Kieseritzky Gambit,Bishop's Opening: Boden-Kieseritzky Gambit,1. e4 e5 2. Nf3 Nf6 3. Bc4 Nxe4 4. Nc3
C27,Bishop's Opening,Boden-Kieseritzky Gambit,"Bishop's Opening: Boden-Kieseritzky Gambit, Lichtenhein Defense",1. e4 e5 2. Nf3 Nf6 3. Bc4 Nxe4 4. Nc3 d5
C23,Bishop's Opening,Boi Variation,Bishop's Opening: Boi Variation,1. e4 e5 2. Bc4 Bc5
C23,Bishop's Opening,Calabrese Countergambit,Bishop's Opening: Calabrese Countergambit,1. e4 e5 2. Bc4 f5
C23,Bishop's Opening,Calabrese Countergambit,"Bishop's Opening: Calabrese Countergambit, Jaenisch Variation",1. e4 e5 2. Bc4 f5 3. d3
C23,Bishop's Opening,Four Pawns Gambit,Bishop's Opening: Four Pawns Gambit,1. e4 e5 2. Bc4 Bc5 3. b4 Bxb4 4. f4 exf4 5. Nf3 Be7 6. d4 Bh4+ 7. g3 fxg3 8. O-O gxh2+ 9. Kh1
C26,Bishop's Opening,Horwitz Gambit,Bishop's Opening: Horwitz Gambit,1. e4 e5 2. Bc4 Nf6 3. Nc3 b5
C23,Bishop's Opening,Khan Gambit,Bishop's Opening: Khan Gambit,1. e4 e5 2. Bc4 d5
C24,Bishop's Opening,Kitchener Folly,Bishop's Opening: Kitchener Folly,1. e4 e5 2. Bc4 Nf6 3. d3 Be7 4. Nf3 O-O
C24,Bishop's Opening,Krejcik Gambit,Bishop's Opening: Krejcik Gambit,1. e4 e5 2. Bc4 Nf6 3. f3 Bc5 4. Ne2 Nc6 5. b4
C23,Bishop's Opening,Lewis Countergambit,Bishop's Opening: Lewis Countergambit,1. e4 e5 2. Bc4 Bc5 3. c3 d5
C23,Bishop's Opening,Lewis Countergambit,Bishop's Opening: Lewis Countergambit,1. e4 e5 2. Bc4 Bc5 3. c3 d5 4. Bxd5 Nf6
C23,Bishop's Opening,Lewis Countergambit,"Bishop's Opening: Lewis Countergambit, Walker Variation",1. e4 e5 2. Bc4 Bc5 3. c3 d5 4. Bxd5 Nf6 5. d4
C23,Bishop's Opening,Lewis Gambit,Bishop's Opening: Lewis Gambit,1. e4 e5 2. Bc4 Bc5 3. d4
C23,Bishop's Opening,Lisitsyn Variation,Bishop's Opening: Lisitsyn Variation,1. e4 e5 2. Bc4 c6 3. d4 d5 4. exd5 cxd5 5. Bb5+ Bd7 6. Bxd7+ Nxd7 7. dxe5 Nxe5 8. Ne2
C23,Bishop's Opening,Lopez Gambit,Bishop's Opening: Lopez Gambit,1. e4 e5 2. Bc4 Bc5 3. Qe2 Nc6 4. c3 Nf6 5. f4
C23,Bishop's Opening,Lopez Variation,Bishop's Opening: Lopez Variation,1. e4 e5 2. Bc4 Bc5 3. Qe2
C23,Bishop's Opening,Lopez Variation,"Bishop's Opening: Lopez Variation, Lopez Gambit",1. e4 e5 2. Bc4 Bc5 3. Qe2 Nf6 4. f4
C23,Bishop's Opening,McDonnell Gambit,Bishop's Opening: McDonnell Gambit,1. e4 e5 2. Bc4 Bc5 3. b4
C23,Bishop's Opening,McDonnell Gambit,"Bishop's Opening: McDonnell Gambit, La Bourdonnais-Denker Gambit",1. e4 e5 2. Bc4 Bc5 3. b4 Bxb4 4. c3
C23,Bishop's Opening,McDonnell Gambit,"Bishop's Opening: McDonnell Gambit, McDonnell Double Gambit",1. e4 e5 2. Bc4 Bc5 3. b4 Bxb4 4. f4
C24,Bishop's Opening,Pachman Gambit,Bishop's Opening: Pachman Gambit,1. e4 e5 2. Bc4 Nf6 3. Ne2 Nxe4 4. Nec3
C24,Bishop's Opening,Paulsen Defense,Bishop's Opening: Paulsen Defense,1. e4 e5 2. Bc4 Nf6 3. d3 c6
C23,Bishop's Opening,Philidor Counterattack,Bishop's Opening: Philidor Counterattack,1. e4 e5 2. Bc4 c6
C23,Bishop's Opening,Philidor Variation,Bishop's Opening: Philidor Variation,1. e4 e5 2. Bc4 Bc5 3. c3
C24,Bishop's Opening,Ponziani Gambit,Bishop's Opening: Ponziani Gambit,1. e4 e5 2. Bc4 Nf6 3. d4
C23,Bishop's Opening,Pratt Variation,Bishop's Opening: Pratt Variation,1. e4 e5 2. Bc4 Bc5 3. c3 Nf6 4. d4 exd4 5. e5 d5 6. exf6 dxc4 7. Qh5 O-O
C23,Bishop's Opening,Stein Gambit,Bishop's Opening: Stein Gambit,1. e4 e5 2. Bc4 Bc5 3. f4
C23,Bishop's Opening,Thorold Gambit,Bishop's Opening: Thorold Gambit,1. e4 e5 2. Bc4 b5 3. Bxb5 f5
C43,Bishop's Opening,Urusov Gambit,Bishop's Opening: Urusov Gambit,1. e4 e5 2. Bc4 Nf6 3. d4 exd4 4. Nf3
C43,Bishop's Opening,Urusov Gambit,"Bishop's Opening: Urusov Gambit, Keidansky Gambit",1. e4 e5 2. Bc4 Nf6 3. d4 exd4 4. Nf3 Nxe4 5. Qxd4
C24,Bishop's Opening,Urusov Gambit,"Bishop's Opening: Urusov Gambit, Panov Variation",1. e4 e5 2. Bc4 Nf6 3. d4 exd4 4. Nf3 d5 5. exd5 Bb4+ 6. c3 Qe7+
C24,Bishop's Opening,Vienna Hybrid,Bishop's Opening: Vienna Hybrid,1. e4 e5 2. Bc4 Nf6 3. d3 Nc6 4. Nc3
C28,Bishop's Opening,Vienna Hybrid,"Bishop's Opening: Vienna Hybrid, Hromádka Variation",1. e4 e5 2. Nc3 Nc6 3. Bc4 Nf6 4. d3 Bb4 5. Ne2
C26,Bishop's Opening,Vienna Hybrid,"Bishop's Opening: Vienna Hybrid, Spielmann Attack",1. e4 e5 2. Nc3 Nf6 3. Bc4 Bc5 4. d3
C24,Bishop's Opening,Warsaw Gambit,Bishop's Opening: Warsaw Gambit,1. e4 e5 2. Bc4 Nf6 3. d4 exd4 4. c3
C23,Bishop's Opening,del Rio Variation,Bishop's Opening: del Rio Variation,1. e4 e5 2. Bc4 Bc5 3. c3 Qg5
D00,Blackmar-Diemer Gambit,,Blackmar-Diemer Gambit,1. d4 d5 2. e4
D00,Blackmar-Diemer Gambit,,Blackmar-Diemer Gambit,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6
D00,Blackmar-Diemer Gambit,Blackmar Gambit,Blackmar-Diemer Gambit: Blackmar Gambit,1. d4 d5 2. e4 dxe4 3. f3
D00,Blackmar-Diemer Gambit,Diemer-Rosenberg Attack,Blackmar-Diemer Gambit: Diemer-Rosenberg Attack,1. d4 d5 2. e4 dxe4 3. Be3
D00,Blackmar-Diemer Gambit,Fritz Attack,Blackmar-Diemer Gambit: Fritz Attack,1. d4 d5 2. e4 dxe4 3. Bc4
D00,Blackmar-Diemer Gambit,Lemberger Countergambit,Blackmar-Diemer Gambit: Lemberger Countergambit,1. d4 d5 2. e4 dxe4 3. Nc3 e5
D00,Blackmar-Diemer Gambit,Lemberger Countergambit,"Blackmar-Diemer Gambit: Lemberger Countergambit, Endgame Variation",1. d4 d5 2. e4 dxe4 3. Nc3 e5 4. dxe5
D00,Blackmar-Diemer Gambit,Lemberger Countergambit,"Blackmar-Diemer Gambit: Lemberger Countergambit, Lange Gambit",1. d4 d5 2. e4 dxe4 3. Nc3 e5 4. Nxe4
D00,Blackmar-Diemer Gambit,Lemberger Countergambit,"Blackmar-Diemer Gambit: Lemberger Countergambit, Rasmussen Attack",1. d4 d5 2. e4 dxe4 3. Nc3 e5 4. Nge2
D00,Blackmar-Diemer Gambit,Lemberger Countergambit,"Blackmar-Diemer Gambit: Lemberger Countergambit, Sneiders Attack",1. d4 d5 2. e4 dxe4 3. Nc3 e5 4. Qh5
D00,Blackmar-Diemer Gambit,Lemberger Countergambit,"Blackmar-Diemer Gambit: Lemberger Countergambit, Soller Attack",1. d4 d5 2. e4 dxe4 3. Nc3 e5 4. Be3
D00,Blackmar-Diemer Gambit,Netherlands Variation,Blackmar-Diemer Gambit: Netherlands Variation,1. d4 d5 2. e4 dxe4 3. Nc3 f5
D00,Blackmar-Diemer Gambit,Rasa-Studier Gambit,Blackmar-Diemer Gambit: Rasa-Studier Gambit,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. Be3
D00,Blackmar-Diemer Gambit,Reversed Albin Countergambit,Blackmar-Diemer Gambit: Reversed Albin Countergambit,1. d4 d5 2. e4 dxe4 3. Nc3 c5
D00,Blackmar-Diemer Gambit,Zeller Defense,Blackmar-Diemer Gambit: Zeller Defense,1. d4 d5 2. e4 dxe4 3. Nc3 Bf5
D00,Blackmar-Diemer Gambit,Zeller Defense,"Blackmar-Diemer Gambit: Zeller Defense, Soller Attack",1. d4 d5 2. e4 dxe4 3. Nc3 Bf5 4. f3 Nf6 5. Bc4
D00,Blackmar-Diemer Gambit,von Popiel Gambit,Blackmar-Diemer Gambit: von Popiel Gambit,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. Bg5
D00,Blackmar-Diemer Gambit,von Popiel Gambit,"Blackmar-Diemer Gambit: von Popiel Gambit, Zilbermints Variation",1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. Bg5 Bf5 5. Bxf6 exf6 6. g4 Bg6 7. Qe2 Bb4 8. Qb5+
D00,Blackmar-Diemer Gambit Accepted,,Blackmar-Diemer Gambit Accepted,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3
D00,Blackmar-Diemer Gambit Accepted,Bogoljubow Defense,Blackmar-Diemer Gambit Accepted: Bogoljubow Defense,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 g6
D00,Blackmar-Diemer Gambit Accepted,Bogoljubow Defense,"Blackmar-Diemer Gambit Accepted: Bogoljubow Defense, Kloss Attack",1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 g6 6. Bc4 Bg7 7. O-O O-O 8. Kh1
D00,Blackmar-Diemer Gambit Accepted,Bogoljubow Defense,"Blackmar-Diemer Gambit Accepted: Bogoljubow Defense, Mad Dog Attack",1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 g6 6. Bc4 Bg7 7. h4
D00,Blackmar-Diemer Gambit Accepted,Bogoljubow Defense,"Blackmar-Diemer Gambit Accepted: Bogoljubow Defense, Nimzowitsch Attack",1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 g6 6. Bc4 Bg7 7. Ne5
D00,Blackmar-Diemer Gambit Accepted,Bogoljubow Defense,"Blackmar-Diemer Gambit Accepted: Bogoljubow Defense, Studier Attack",1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 g6 6. Bc4 Bg7 7. O-O O-O 8. Qe1
D00,Blackmar-Diemer Gambit Accepted,Euwe Defense,Blackmar-Diemer Gambit Accepted: Euwe Defense,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 e6
D00,Blackmar-Diemer Gambit Accepted,Euwe Defense,"Blackmar-Diemer Gambit Accepted: Euwe Defense, Zilbermints Gambit",1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 e6 6. Bg5 Be7 7. Bd3 Nc6 8. O-O Nxd4 9. Kh1
D00,Blackmar-Diemer Gambit Accepted,Gunderam Defense,Blackmar-Diemer Gambit Accepted: Gunderam Defense,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 Bf5
D00,Blackmar-Diemer Gambit Accepted,Gunderam Defense,"Blackmar-Diemer Gambit Accepted: Gunderam Defense, Stader Variation",1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 Bf5 6. Ne5 e6 7. g4 Be4
D00,Blackmar-Diemer Gambit Accepted,Holwell Defense,Blackmar-Diemer Gambit Accepted: Holwell Defense,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 Qd6
D00,Blackmar-Diemer Gambit Accepted,Kaulich Defense,Blackmar-Diemer Gambit Accepted: Kaulich Defense,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 c5
D00,Blackmar-Diemer Gambit Accepted,Pietrowsky Defense,Blackmar-Diemer Gambit Accepted: Pietrowsky Defense,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 Nc6
D00,Blackmar-Diemer Gambit Accepted,Ritter Defense,Blackmar-Diemer Gambit Accepted: Ritter Defense,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 b6
D00,Blackmar-Diemer Gambit Accepted,Ryder Gambit,Blackmar-Diemer Gambit Accepted: Ryder Gambit,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Qxf3
D00,Blackmar-Diemer Gambit Accepted,Schlutter Defense,Blackmar-Diemer Gambit Accepted: Schlutter Defense,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 Nbd7
D00,Blackmar-Diemer Gambit Accepted,Teichmann Defense,Blackmar-Diemer Gambit Accepted: Teichmann Defense,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 Bg4
D00,Blackmar-Diemer Gambit Accepted,Teichmann Defense,"Blackmar-Diemer Gambit Accepted: Teichmann Defense, Ciesielski Variation",1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 Bg4 6. h3 Bxf3 7. Qxf3 c6 8. Qf2
D00,Blackmar-Diemer Gambit Accepted,Teichmann Defense,"Blackmar-Diemer Gambit Accepted: Teichmann Defense, Classical Variation",1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 Bg4 6. h3 Bxf3 7. Qxf3 c6 8. Be3
D00,Blackmar-Diemer Gambit Accepted,Teichmann Defense,"Blackmar-Diemer Gambit Accepted: Teichmann Defense, Seidel-Hall Attack",1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 Bg4 6. h3 Bxf3 7. Qxf3 c6 8. g4
D00,Blackmar-Diemer Gambit Accepted,Ziegler Defense,Blackmar-Diemer Gambit Accepted: Ziegler Defense,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 c6
D00,Blackmar-Diemer Gambit Declined,Brombacher Countergambit,Blackmar-Diemer Gambit Declined: Brombacher Countergambit,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 c5
D00,Blackmar-Diemer Gambit Declined,Elbert Countergambit,Blackmar-Diemer Gambit Declined: Elbert Countergambit,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 e5
D00,Blackmar-Diemer Gambit Declined,Gedult Defense,Blackmar-Diemer Gambit Declined: Gedult Defense,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 a6
D00,Blackmar-Diemer Gambit Declined,Lamb Defense,Blackmar-Diemer Gambit Declined: Lamb Defense,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 Nc6
D00,Blackmar-Diemer Gambit Declined,Langeheinicke Defense,Blackmar-Diemer Gambit Declined: Langeheinicke Defense,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 e3
D00,Blackmar-Diemer Gambit Declined,O'Kelly Defense,Blackmar-Diemer Gambit Declined: O'Kelly Defense,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 c6
D00,Blackmar-Diemer Gambit Declined,Vienna Defense,Blackmar-Diemer Gambit Declined: Vienna Defense,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 Bf5
D00,Blackmar-Diemer Gambit Declined,Weinsbach Defense,Blackmar-Diemer Gambit Declined: Weinsbach Defense,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 e6
E10,Blumenfeld Countergambit,,Blumenfeld Countergambit,1. d4 Nf6 2. c4 e6 3. Nf3 c5 4. d5 b5
E10,Blumenfeld Countergambit,Duz-Khotimirsky Variation,Blumenfeld Countergambit: Duz-Khotimirsky Variation,1. d4 Nf6 2. c4 e6 3. Nf3 c5 4. d5 b5 5. Bg5
E10,Blumenfeld Countergambit,Spielmann Variation,Blumenfeld Countergambit: Spielmann Variation,1. d4 Nf6 2. c4 e6 3. Nf3 c5 4. d5 b5 5. Bg5 exd5 6. cxd5 h6
E10,Blumenfeld Countergambit Accepted,,Blumenfeld Countergambit Accepted,1. d4 Nf6 2. c4 e6 3. Nf3 c5 4. d5 b5 5. dxe6 fxe6 6. cxb5 d5
E11,Bogo-Indian Defense,,Bogo-Indian Defense,1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+
E11,Bogo-Indian Defense,Exchange Variation,Bogo-Indian Defense: Exchange Variation,1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+ 4. Bd2 Bxd2+
E11,Bogo-Indian Defense,Grünfeld Variation,Bogo-Indian Defense: Grünfeld Variation,1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+ 4. Nbd2
E11,Bogo-Indian Defense,Haiti Variation,Bogo-Indian Defense: Haiti Variation,1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+ 4. Bd2 Nc6
E11,Bogo-Indian Defense,Monticelli Trap,Bogo-Indian Defense: Monticelli Trap,1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Bb7 5. Bg2 Bb4+ 6. Bd2 Bxd2+ 7. Qxd2 O-O 8. Nc3 Ne4 9. Qc2 Nxc3 10. Ng5
E11,Bogo-Indian Defense,New England Variation,Bogo-Indian Defense: New England Variation,1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+ 4. Nfd2
E11,Bogo-Indian Defense,Nimzowitsch Variation,Bogo-Indian Defense: Nimzowitsch Variation,1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+ 4. Bd2 Qe7
E11,Bogo-Indian Defense,Retreat Variation,Bogo-Indian Defense: Retreat Variation,1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+ 4. Bd2 Be7
E11,Bogo-Indian Defense,Retreat Variation,Bogo-Indian Defense: Retreat Variation,1. d4 Nf6 2. c4 e6 3. g3 Bb4+ 4. Bd2 Be7 5. Bg2 d5 6. Nf3
E11,Bogo-Indian Defense,Retreat Variation,Bogo-Indian Defense: Retreat Variation,1. d4 Nf6 2. c4 e6 3. g3 Bb4+ 4. Bd2 Be7 5. Bg2 d5 6. Nf3 O-O
E11,Bogo-Indian Defense,Retreat Variation,Bogo-Indian Defense: Retreat Variation,1. d4 Nf6 2. c4 e6 3. g3 Bb4+ 4. Bd2 Be7 5. Bg2 d5 6. Nf3 O-O 7. O-O
E11,Bogo-Indian Defense,Retreat Variation,Bogo-Indian Defense: Retreat Variation,1. d4 Nf6 2. c4 e6 3. g3 Bb4+ 4. Bd2 Be7 5. Bg2 d5 6. Nf3 O-O 7. Qc2 c6 8. O-O
E11,Bogo-Indian Defense,Retreat Variation,Bogo-Indian Defense: Retreat Variation,1. d4 Nf6 2. c4 e6 3. g3 Bb4+ 4. Bd2 Be7 5. Bg2 d5 6. Nf3 Nbd7 7. O-O O-O 8. Qc2 c6
E11,Bogo-Indian Defense,Retreat Variation,Bogo-Indian Defense: Retreat Variation,1. d4 Nf6 2. c4 e6 3. g3 Bb4+ 4. Bd2 Be7 5. Bg2 d5 6. Nf3 Nbd7 7. O-O O-O 8. Qc2 c6 9. b3
E11,Bogo-Indian Defense,Retreat Variation,Bogo-Indian Defense: Retreat Variation,1. d4 Nf6 2. c4 e6 3. g3 Bb4+ 4. Bd2 Be7 5. Bg2 d5 6. Nf3 Nbd7 7. O-O O-O 8. Qc2 c6 9. Rc1
E11,Bogo-Indian Defense,Retreat Variation,Bogo-Indian Defense: Retreat Variation,1. d4 Nf6 2. c4 e6 3. g3 Bb4+ 4. Bd2 Be7 5. Bg2 d5 6. Nf3 Nbd7 7. O-O O-O 8. Qc2 c6 9. Rd1
E11,Bogo-Indian Defense,Retreat Variation,Bogo-Indian Defense: Retreat Variation,1. d4 Nf6 2. c4 e6 3. g3 Bb4+ 4. Bd2 Be7 5. Bg2 d5 6. Nf3 Nbd7 7. O-O O-O 8. Qc2 c6 9. Rd1 h6
E11,Bogo-Indian Defense,Retreat Variation,Bogo-Indian Defense: Retreat Variation,1. d4 Nf6 2. c4 e6 3. Nf3 d5 4. g3 Bb4+ 5. Bd2 Be7 6. Bg2 O-O 7. O-O c6 8. Qc2 Nbd7 9. Bf4 b6 10. Nbd2
E11,Bogo-Indian Defense,Retreat Variation,Bogo-Indian Defense: Retreat Variation,1. d4 Nf6 2. c4 e6 3. Nf3 d5 4. g3 Bb4+ 5. Bd2 Be7 6. Bg2 O-O 7. O-O c6 8. Qc2 Nbd7 9. Bf4 b6 10. Nbd2 Ba6
E11,Bogo-Indian Defense,Vitolins Variation,Bogo-Indian Defense: Vitolins Variation,1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+ 4. Bd2 c5
E11,Bogo-Indian Defense,Wade-Smyslov Variation,Bogo-Indian Defense: Wade-Smyslov Variation,1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+ 4. Bd2 a5
C20,Bongcloud Attack,,Bongcloud Attack,1. e4 e5 2. Ke2
B00,Borg Defense,,Borg Defense,1. e4 g5
A40,Borg Defense,Borg Gambit,Borg Defense: Borg Gambit,1. d4 g5
B00,Borg Defense,Borg Gambit,Borg Defense: Borg Gambit,1. e4 g5 2. d4 Bg7
B00,Borg Defense,Troon Gambit,Borg Defense: Troon Gambit,1. e4 g5 2. d4 h6 3. h4 g4
B00,Borg Defense,Zilbermints Gambit,Borg Defense: Zilbermints Gambit,1. e4 g5 2. d4 e5
A45,Canard Opening,,Canard Opening,1. d4 Nf6 2. f4
B10,Caro-Kann Defense,,Caro-Kann Defense,1. e4 c6
B10,Caro-Kann Defense,,Caro-Kann Defense,1. e4 c6 2. Nc3
B10,Caro-Kann Defense,,Caro-Kann Defense,1. e4 c6 2. Nc3 d5
B12,Caro-Kann Defense,,Caro-Kann Defense,1. e4 c6 2. d4
B12,Caro-Kann Defense,,Caro-Kann Defense,1. e4 c6 2. d4 d5
B15,Caro-Kann Defense,,Caro-Kann Defense,1. e4 c6 2. d4 d5 3. Nc3
B15,Caro-Kann Defense,,Caro-Kann Defense,1. e4 c6 2. d4 d5 3. Nc3 dxe4
B10,Caro-Kann Defense,Accelerated Panov Attack,Caro-Kann Defense: Accelerated Panov Attack,1. e4 c6 2. c4
B10,Caro-Kann Defense,Accelerated Panov Attack,Caro-Kann Defense: Accelerated Panov Attack,1. e4 c6 2. c4 d5
B10,Caro-Kann Defense,Accelerated Panov Attack,"Caro-Kann Defense: Accelerated Panov Attack, Modern Variation",1. e4 c6 2. c4 d5 3. exd5 cxd5 4. cxd5 Nf6
B10,Caro-Kann Defense,Accelerated Panov Attack,"Caro-Kann Defense: Accelerated Panov Attack, Open Variation",1. e4 c6 2. c4 e5
B10,Caro-Kann Defense,Accelerated Panov Attack,"Caro-Kann Defense: Accelerated Panov Attack, Pseudo-Scandinavian",1. e4 c6 2. c4 d5 3. exd5 Qxd5
B10,Caro-Kann Defense,Accelerated Panov Attack,"Caro-Kann Defense: Accelerated Panov Attack, Van Weersel Attack",1. e4 c6 2. c4 d5 3. cxd5 cxd5 4. Qb3
B12,Caro-Kann Defense,Advance Variation,Caro-Kann Defense: Advance Variation,1. e4 c6 2. d4 d5 3. e5
B12,Caro-Kann Defense,Advance Variation,"Caro-Kann Defense: Advance Variation, Bayonet Attack",1. e4 c6 2. d4 d5 3. e5 Bf5 4. g4
B12,Caro-Kann Defense,Advance Variation,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",1. e4 c6 2. d4 d5 3. e5 c5
B12,Caro-Kann Defense,Advance Variation,"Caro-Kann Defense: Advance Variation, Bronstein Variation",1. e4 c6 2. d4 d5 3. e5 Bf5 4. Ne2
B12,Caro-Kann Defense,Advance Variation,"Caro-Kann Defense: Advance Variation, Prins Attack",1. e4 c6 2. d4 d5 3. e5 Bf5 4. b4
B12,Caro-Kann Defense,Advance Variation,"Caro-Kann Defense: Advance Variation, Short Variation",1. e4 c6 2. d4 d5 3. e5 Bf5 4. Nf3
B12,Caro-Kann Defense,Advance Variation,"Caro-Kann Defense: Advance Variation, Tal Variation",1. e4 c6 2. d4 d5 3. e5 Bf5 4. h4
B12,Caro-Kann Defense,Advance Variation,"Caro-Kann Defense: Advance Variation, Van der Wiel Attack",1. e4 c6 2. d4 d5 3. e5 Bf5 4. Nc3
B12,Caro-Kann Defense,Advance Variation,"Caro-Kann Defense: Advance Variation, Van der Wiel Attack",1. e4 c6 2. d4 d5 3. e5 Bf5 4. Nc3 e6 5. g4 Bg6 6. Nge2 c5 7. h4
