country,title,number,name,term_start,term_end,party
Niger,Presidents,7,Mamadou Tandja,22 Dec 1999,18 Feb 2010,National Movement for the Development of Society
Niger,Presidents,8,Salou Djibo,18 Feb 2010,7 Apr 2011,Military
Niger,Presidents,9,Mahamadou Issoufou,7 Apr 2011,2 Apr 2021,Nigerien Party for Democracy and Socialism
Niger,Presidents,10,Mohamed Bazoum,2 Apr 2021,26 Jul 2023,Nigerien Party for Democracy and Socialism
Niger,Presidents,11,Abdourahamane Tchiani,26 Jul 2023,Present,Military
Nigeria,Presidents,1,Nnamdi Azikiwe,1 Oct 1963,16 Jan 1966,National Council of Nigeria and the Cameroons
Nigeria,Presidents,2,Johnson Aguiyi-Ironsi,16 Jan 1966,29 Jul 1966,Military
Nigeria,Presidents,3,Yakubu Gowon,1 Aug 1966,29 Jul 1975,Military
Nigeria,Presidents,4,Murtala Mohammed,29 Jul 1975,13 Feb 1976,Military
Nigeria,Presidents,5,Olusegun Obasanjo,13 Feb 1976,1 Oct 1979,Military
Nigeria,Presidents,6,Shehu Shagari,1 Oct 1979,31 Dec 1983,National Party of Nigeria
Nigeria,Presidents,7,Muhammadu Buhari,31 Dec 1983,27 Aug 1985,Military
Nigeria,Presidents,8,Ibrahim Babangida,27 Aug 1985,26 Aug 1993,Military
Nigeria,Presidents,9,Ernest Shonekan,26 Aug 1993,17 Nov 1993,Independent
Nigeria,Presidents,10,Sani Abacha,17 Nov 1993,8 Jun 1998,Military
Nigeria,Presidents,11,Abdulsalami Abubakar,8 Jun 1998,29 May 1999,Military
Nigeria,Presidents,12,Olusegun Obasanjo,29 May 1999,29 May 2007,People's Democratic Party
Nigeria,Presidents,13,Umaru Yar'Adua,29 May 2007,5 May 2010,People's Democratic Party
Nigeria,Presidents,14,Goodluck Jonathan,5 May 2010,29 May 2015,People's Democratic Party
Nigeria,Presidents,15,Muhammadu Buhari,29 May 2015,29 May 2023,All Progressives Congress
Nigeria,Presidents,16,Bola Tinubu,29 May 2023,Present,All Progressives Congress
Senegal,Presidents,1,Léopold Sédar Senghor,6 Sep 1960,31 Dec 1980,Socialist Party of Senegal
Senegal,Presidents,2,Abdou Diouf,1 Jan 1981,1 Apr 2000,Socialist Party of Senegal
Senegal,Presidents,3,Abdoulaye Wade,1 Apr 2000,2 Apr 2012,Senegalese Democratic Party
Senegal,Presidents,4,Macky Sall,2 Apr 2012,2 Apr 2024,Alliance for the Republic
Senegal,Presidents,5,Bassirou Diomaye Faye,2 Apr 2024,Present,PASTEF
Sierra Leone,Presidents,1,Siaka Stevens,21 Apr 1971,28 Nov 1985,All People's Congress
Sierra Leone,Presidents,2,Joseph Momoh,28 Nov 1985,29 Apr 1992,All People's Congress
Sierra Leone,Presidents,3,Valentine Strasser,29 Apr 1992,16 Jan 1996,Military
Sierra Leone,Presidents,4,Ahmad Tejan Kabbah,29 Mar 1996,25 May 1997,Sierra Leone People's Party
Sierra Leone,Presidents,5,Johnny Paul Koroma,25 May 1997,12 Feb 1998,Military
Sierra Leone,Presidents,6,Ahmad Tejan Kabbah,10 Mar 1998,17 Sep 2007,Sierra Leone People's Party
Sierra Leone,Presidents,7,Ernest Bai Koroma,17 Sep 2007,4 Apr 2018,All People's Congress
Sierra Leone,Presidents,8,Julius Maada Bio,4 Apr 2018,Present,Sierra Leone People's Party
Togo,Presidents,1,Sylvanus Olympio,27 Apr 1960,13 Jan 1963,Committee of Togolese Unity
Togo,Presidents,2,Nicolas Grunitzky,16 Jan 1963,13 Jan 1967,Togolese Progress Party
Togo,Presidents,3,Gnassingbé Eyadéma,14 Apr 1967,5 Feb 2005,Rally of the Togolese People
Togo,Presidents,4,Faure Gnassingbé,5 Feb 2005,Present,Union for the Republic
Antigua And Barbuda,Prime Ministers,1,Vere Bird,1981-11-01,1994-03-09,Antigua Labour
Antigua And Barbuda,Prime Ministers,2,Lester Bird,1994-03-09,2004-03-24,Antigua Labour
Antigua And Barbuda,Prime Ministers,3,Baldwin Spencer,2004-03-24,2014-06-13,United Progressive
Antigua And Barbuda,Prime Ministers,4,Gaston Browne,2014-06-13,Incumbent,Antigua Labour
Bahamas,Prime Ministers,1,Lynden Pindling,1973-07-10,1992-08-21,Progressive Liberal
Bahamas,Prime Ministers,2,Hubert Ingraham,1992-08-21,2002-05-03,Free National Movement
Bahamas,Prime Ministers,3,Perry Christie,2002-05-03,2007-05-04,Progressive Liberal
Bahamas,Prime Ministers,4,Hubert Ingraham,2007-05-04,2012-05-08,Free National Movement
Bahamas,Prime Ministers,5,Perry Christie,2012-05-08,2017-05-11,Progressive Liberal
Bahamas,Prime Ministers,6,Hubert Minnis,2017-05-11,2021-09-17,Free National Movement
Bahamas,Prime Ministers,7,Philip Davis,2021-09-17,Incumbent,Progressive Liberal
Barbados,Prime Ministers,1,Tom Adams,1976-09-03,1985-03-11,Barbados Labour
Barbados,Prime Ministers,2,Bernard St. John,1985-03-11,1986-05-29,Barbados Labour
Barbados,Prime Ministers,3,Errol Barrow,1986-05-29,1987-06-01,Democratic Labour
Barbados,Prime Ministers,4,Lloyd Erskine Sandiford,1987-06-01,1994-09-07,Democratic Labour
Barbados,Prime Ministers,5,Owen Arthur,1994-09-07,2008-01-15,Barbados Labour
Barbados,Prime Ministers,6,David Thompson,2008-01-15,2010-10-23,Democratic Labour
Barbados,Prime Ministers,7,Freundel Stuart,2010-10-23,2018-05-25,Democratic Labour
Barbados,Prime Ministers,8,Mia Mottley,2018-05-25,Incumbent,Barbados Labour
Cuba,Presidents,1,Fidel Castro,1976-12-02,2008-02-24,Communist
Cuba,Presidents,2,Raúl Castro,2008-02-24,2018-04-19,Communist
Cuba,Presidents,3,Miguel Díaz-Canel,2018-04-19,Incumbent,Communist
Dominica Republic,Presidents,1,Joaquín Balaguer,1986-08-16,1996-08-16,Social Christian Reformist
Dominica Republic,Presidents,2,Leonel Fernández,1996-08-16,2000-08-16,Dominican Liberation
Dominica Republic,Presidents,3,Hipólito Mejía,2000-08-16,2004-08-16,Dominican Revolutionary
Dominica Republic,Presidents,4,Leonel Fernández,2004-08-16,2012-08-16,Dominican Liberation
Dominica Republic,Presidents,5,Danilo Medina,2012-08-16,2020-08-16,Dominican Liberation
Dominica Republic,Presidents,6,Luis Abinader,2020-08-16,Incumbent,Modern Revolutionary
Dominica,Prime Ministers,1,Eugenia Charles,1980-07-21,1995-06-14,Dominica Freedom
Dominica,Prime Ministers,2,Edison James,1995-06-14,2000-02-03,United Workers'
Dominica,Prime Ministers,3,Rosie Douglas,2000-02-03,2000-10-01,Dominica Labour
Dominica,Prime Ministers,4,Pierre Charles,2000-10-01,2004-01-06,Dominica Labour
Dominica,Prime Ministers,5,Roosevelt Skerrit,2004-01-08,Incumbent,Dominica Labour
Grenada,Prime Ministers,1,Herbert Blaize,1984-12-04,1989-12-19,New National
Grenada,Prime Ministers,2,Ben Jones,1989-12-20,1990-03-16,New National
Grenada,Prime Ministers,3,Nicholas Brathwaite,1990-03-16,1995-02-01,National Democratic Congress
Grenada,Prime Ministers,4,George Brizan,1995-02-01,1995-06-22,National Democratic Congress
Grenada,Prime Ministers,5,Keith Mitchell,1995-06-22,2008-07-09,New National
Grenada,Prime Ministers,6,Tillman Thomas,2008-07-09,2013-02-20,National Democratic Congress
Grenada,Prime Ministers,7,Keith Mitchell,2013-02-20,2022-06-24,New National
Grenada,Prime Ministers,8,Dickon Mitchell,2022-06-24,Incumbent,National Democratic Congress
Haiti,Presidents,1,Jean-Bertrand Aristide,1991-02-07,1991-09-30,Lavalas
Haiti,Presidents,2,Joseph Nérette,1991-10-08,1992-06-19,Independent
Haiti,Presidents,3,Marc Bazin,1992-06-19,1993-06-15,Independent
Haiti,Presidents,4,Jean-Bertrand Aristide,1993-10-15,1996-02-07,Lavalas
Haiti,Presidents,5,René Préval,1996-02-07,2001-02-07,Lavalas
Haiti,Presidents,6,Jean-Bertrand Aristide,2001-02-07,2004-02-29,Lavalas
Haiti,Presidents,7,Boniface Alexandre,2004-02-29,2006-05-14,Independent
Haiti,Presidents,8,René Préval,2006-05-14,2011-05-14,Lespwa
Haiti,Presidents,9,Michel Martelly,2011-05-14,2016-02-07,Repons Peyizan
Haiti,Presidents,10,Jocelerme Privert,2016-02-14,2017-02-07,Independent
Haiti,Presidents,11,Jovenel Moïse,2017-02-07,2021-07-07,Haitian Tèt Kale
Haiti,Presidents,12,Ariel Henry (Acting),2021-07-20,2024-04-25,Independent
Haiti,Presidents,13,Transitional Council,2024-04-25,Incumbent,—
Jamaica,Prime Ministers,1,Edward Seaga,1980-11-01,1989-02-10,Jamaica Labour
Jamaica,Prime Ministers,2,Michael Manley,1989-02-10,1992-03-30,People's National
Jamaica,Prime Ministers,3,P. J. Patterson,1992-03-30,2006-03-30,People's National
Jamaica,Prime Ministers,4,Portia Simpson-Miller,2006-03-30,2007-09-11,People's National
Jamaica,Prime Ministers,5,Bruce Golding,2007-09-11,2011-10-23,Jamaica Labour
Jamaica,Prime Ministers,6,Andrew Holness,2011-10-23,2012-01-05,Jamaica Labour
Jamaica,Prime Ministers,7,Portia Simpson-Miller,2012-01-05,2016-03-03,People's National
Jamaica,Prime Ministers,8,Andrew Holness,2016-03-03,Incumbent,Jamaica Labour
Saint Kitts And Nevis,Prime Ministers,1,Kennedy Simmonds,1983-09-19,1995-07-07,People's Action Movement
Saint Kitts And Nevis,Prime Ministers,2,Denzil Douglas,1995-07-07,2015-02-18,Saint Kitts and Nevis Labour
Saint Kitts And Nevis,Prime Ministers,3,Timothy Harris,2015-02-18,2022-08-06,People's Labour
Saint Kitts And Nevis,Prime Ministers,4,Terrance Drew,2022-08-06,Incumbent,Saint Kitts and Nevis Labour
Saint Lucia,Prime Ministers,1,John Compton,1982-05-03,1996-04-02,United Workers
Saint Lucia,Prime Ministers,2,Vaughan Lewis,1996-04-02,1997-05-24,United Workers
Saint Lucia,Prime Ministers,3,Kenny Anthony,1997-05-24,2006-12-11,Saint Lucia Labour
Saint Lucia,Prime Ministers,4,John Compton,2006-12-11,2007-09-07,United Workers
Saint Lucia,Prime Ministers,5,Stephenson King,2007-09-07,2011-11-30,United Workers
Saint Lucia,Prime Ministers,6,Kenny Anthony,2011-11-30,2016-06-07,Saint Lucia Labour
Saint Lucia,Prime Ministers,7,Allen Chastanet,2016-06-07,2021-07-28,United Workers
Saint Lucia,Prime Ministers,8,Philip J. Pierre,2021-07-28,Incumbent,Saint Lucia Labour
Saint Vincent And The Grenadines,Prime Ministers,1,Milton Cato,1979-10-27,1984-07-30,Saint Vincent Labour
Saint Vincent And The Grenadines,Prime Ministers,2,James Fitz-Allen Mitchell,1984-07-30,2000-10-27,New Democratic
Saint Vincent And The Grenadines,Prime Ministers,3,Arnhim Eustace,2000-10-27,2001-03-29,New Democratic
Saint Vincent And The Grenadines,Prime Ministers,4,Ralph Gonsalves,2001-03-29,Incumbent,Unity Labour
Trinidad And Tobago,Prime Ministers,1,George Chambers,1981-03-30,1986-12-19,People's National Movement
Trinidad And Tobago,Prime Ministers,2,A. N. R. Robinson,1986-12-19,1991-12-17,National Alliance for Reconstruction
Trinidad And Tobago,Prime Ministers,3,Patrick Manning,1991-12-17,1995-11-09,People's National Movement
Trinidad And Tobago,Prime Ministers,4,Basdeo Panday,1995-11-09,2001-12-24,United National Congress
Trinidad And Tobago,Prime Ministers,5,Patrick Manning,2001-12-24,2010-05-26,People's National Movement
Trinidad And Tobago,Prime Ministers,6,Kamla Persad-Bissessar,2010-05-26,2015-09-09,United National Congress
Trinidad And Tobago,Prime Ministers,7,Keith Rowley,2015-09-09,2025-08-17,People's National Movement
Trinidad And Tobago,Prime Ministers,8,Stuart Young,2025-08-17,Incumbent,People's National Movement
Belize,Prime Ministers,1,George Cadle Price,1981-09-21,1984-12-17,People's United
Belize,Prime Ministers,2,Manuel Esquivel,1984-12-17,1989-09-07,United Democratic
Belize,Prime Ministers,3,George Cadle Price,1989-09-07,1993-07-13,People's United
Belize,Prime Ministers,4,Manuel Esquivel,1993-07-13,1998-08-28,United Democratic
Belize,Prime Ministers,5,Said Musa,1998-08-28,2008-02-08,People's United
Belize,Prime Ministers,6,Dean Barrow,2008-02-08,2020-11-12,United Democratic
Belize,Prime Ministers,7,Johnny Briceño,2020-11-12,Incumbent,People's United
Costa Rica,Presidents,1,Óscar Arias,1986-05-08,1990-05-08,National Liberation
Costa Rica,Presidents,2,Rafael Ángel Calderón Fournier,1990-05-08,1994-05-08,Social Christian Unity
Costa Rica,Presidents,3,José María Figueres,1994-05-08,1998-05-08,National Liberation
Costa Rica,Presidents,4,Miguel Ángel Rodríguez,1998-05-08,2002-05-08,Social Christian Unity
Costa Rica,Presidents,5,Abel Pacheco,2002-05-08,2006-05-08,Social Christian Unity
Costa Rica,Presidents,6,Óscar Arias,2006-05-08,2010-05-08,National Liberation
Costa Rica,Presidents,7,Laura Chinchilla,2010-05-08,2014-05-08,National Liberation
Costa Rica,Presidents,8,Luis Guillermo Solís,2014-05-08,2018-05-08,Citizens' Action
Costa Rica,Presidents,9,Carlos Alvarado Quesada,2018-05-08,2022-05-08,Citizens' Action
Costa Rica,Presidents,10,Rodrigo Chaves Robles,2022-05-08,Incumbent,Social Democratic Progress
El Salvador,Presidents,1,José Napoleón Duarte,1984-06-01,1989-06-01,Christian Democratic
El Salvador,Presidents,2,Alfredo Cristiani,1989-06-01,1994-06-01,Nationalist Republican Alliance
El Salvador,Presidents,3,Armando Calderón Sol,1994-06-01,1999-06-01,Nationalist Republican Alliance
El Salvador,Presidents,4,Francisco Flores,1999-06-01,2004-06-01,Nationalist Republican Alliance
El Salvador,Presidents,5,Antonio Saca,2004-06-01,2009-06-01,Nationalist Republican Alliance
El Salvador,Presidents,6,Mauricio Funes,2009-06-01,2014-06-01,Farabundo Martí National Liberation Front
El Salvador,Presidents,7,Salvador Sánchez Cerén,2014-06-01,2019-06-01,Farabundo Martí National Liberation Front
El Salvador,Presidents,8,Nayib Bukele,2019-06-01,Incumbent,New Ideas
Guatemala,Presidents,1,Marco Vinicio Cerezo Arévalo,1986-01-14,1991-01-14,Christian Democratic
Guatemala,Presidents,2,Jorge Serrano Elías,1991-01-14,1993-05-31,Solidarity Action Movement
Guatemala,Presidents,3,Gustavo Adolfo Espina Salguero,1993-06-01,1993-06-05,Solidarity Action Movement
Guatemala,Presidents,4,Ramiro de León Carpio,1993-06-06,1996-01-14,Independent
Guatemala,Presidents,5,Álvaro Arzú,1996-01-14,2000-01-14,National Advancement
Guatemala,Presidents,6,Alfonso Portillo,2000-01-14,2004-01-14,Guatemalan Republican Front
Guatemala,Presidents,7,Óscar Berger,2004-01-14,2008-01-14,National Solidarity
Guatemala,Presidents,8,Álvaro Colom,2008-01-14,2012-01-14,National Unity of Hope
Guatemala,Presidents,9,Otto Pérez Molina,2012-01-14,2015-09-03,Patriotic
Guatemala,Presidents,10,Alejandro Maldonado,2015-09-03,2016-01-14,Independent
Guatemala,Presidents,11,Jimmy Morales,2016-01-14,2020-01-14,National Convergence Front
Guatemala,Presidents,12,Alejandro Giammattei,2020-01-14,2024-01-14,Vamos
Guatemala,Presidents,13,Bernardo Arévalo,2024-01-14,Incumbent,Semilla
Honduras,Presidents,1,José Azcona del Hoyo,1986-01-27,1990-01-27,Liberal
Honduras,Presidents,2,Rafael Leonardo Callejas,1990-01-27,1994-01-27,National
Honduras,Presidents,3,Carlos Roberto Reina,1994-01-27,1998-01-27,Liberal
Honduras,Presidents,4,Carlos Roberto Flores,1998-01-27,2002-01-27,Liberal
Honduras,Presidents,5,Ricardo Maduro,2002-01-27,2006-01-27,National
Honduras,Presidents,6,Manuel Zelaya,2006-01-27,2009-06-28,Liberal
Honduras,Presidents,7,Roberto Micheletti,2009-06-28,2010-01-27,Liberal
Honduras,Presidents,8,Porfirio Lobo Sosa,2010-01-27,2014-01-27,National
Honduras,Presidents,9,Juan Orlando Hernández,2014-01-27,2022-01-27,National
Honduras,Presidents,10,Xiomara Castro,2022-01-27,Incumbent,Liberty and Refoundation
Nicaragua,Presidents,1,Daniel Ortega,1985-01-10,1990-04-25,Sandinista National Liberation Front
Nicaragua,Presidents,2,Violeta Chamorro,1990-04-25,1997-01-10,National Opposition Union
Nicaragua,Presidents,3,Arnoldo Alemán,1997-01-10,2002-01-10,Liberal Alliance
Nicaragua,Presidents,4,Enrique Bolaños,2002-01-10,2007-01-10,Liberal Alliance
Nicaragua,Presidents,5,Daniel Ortega,2007-01-10,Incumbent,Sandinista National Liberation Front
Panama,Presidents,1,Eric Arturo Delvalle,1985-09-28,1988-02-26,Republican
Panama,Presidents,2,Manuel Solís Palma,1988-02-26,1989-09-01,Democratic Revolutionary
Panama,Presidents,3,Francisco Rodríguez,1989-09-01,1989-12-20,Democratic Revolutionary
Panama,Presidents,4,Guillermo Endara,1989-12-20,1994-09-01,Arnulfista
Panama,Presidents,5,Ernesto Pérez Balladares,1994-09-01,1999-09-01,Democratic Revolutionary
Panama,Presidents,6,Mireya Moscoso,1999-09-01,2004-09-01,Arnulfista
Panama,Presidents,7,Martín Torrijos,2004-09-01,2009-07-01,Democratic Revolutionary
Panama,Presidents,8,Ricardo Martinelli,2009-07-01,2014-07-01,Democratic Change
Panama,Presidents,9,Juan Carlos Varela,2014-07-01,2019-07-01,Panameñista
Panama,Presidents,10,Laurentino Cortizo,2019-07-01,2024-07-01,Democratic Revolutionary
Panama,Presidents,11,José Raúl Mulino,2024-07-01,Incumbent,Realizing Goals
Canada,Prime Ministers,1,Sir John A. Macdonald,1867-07-01,1873-11-05,Conservative
Canada,Prime Ministers,2,Alexander Mackenzie,1873-11-07,1878-10-08,Liberal
Canada,Prime Ministers,3,Sir John A. Macdonald,1878-10-17,1891-06-06,Conservative
Canada,Prime Ministers,4,Sir John Abbott,1891-06-16,1892-11-24,Conservative
Canada,Prime Ministers,5,Sir John Thompson,1892-12-05,1894-12-12,Conservative
Canada,Prime Ministers,6,Sir Mackenzie Bowell,1894-12-21,1896-04-27,Conservative
Canada,Prime Ministers,7,Sir Charles Tupper,1896-05-01,1896-07-08,Conservative
Canada,Prime Ministers,8,Sir Wilfrid Laurier,1896-07-11,1911-10-06,Liberal
Canada,Prime Ministers,9,Sir Robert Borden,1911-10-10,1920-07-10,Conservative / Unionist
Canada,Prime Ministers,10,Arthur Meighen,1920-07-10,1921-12-29,Conservative
Canada,Prime Ministers,11,William Lyon Mackenzie King,1921-12-29,1926-06-28,Liberal
Canada,Prime Ministers,12,Arthur Meighen,1926-06-29,1926-09-25,Conservative
Canada,Prime Ministers,13,William Lyon Mackenzie King,1926-09-25,1930-08-06,Liberal
Canada,Prime Ministers,14,R. B. Bennett,1930-08-07,1935-10-23,Conservative
Canada,Prime Ministers,15,William Lyon Mackenzie King,1935-10-23,1948-11-15,Liberal
Canada,Prime Ministers,16,Louis St. Laurent,1948-11-15,1957-06-21,Liberal
Canada,Prime Ministers,17,John Diefenbaker,1957-06-21,1963-04-22,Progressive Conservative
Canada,Prime Ministers,18,Lester B. Pearson,1963-04-22,1968-04-20,Liberal
Canada,Prime Ministers,19,Pierre Trudeau,1968-04-20,1979-06-03,Liberal
Canada,Prime Ministers,20,Joe Clark,1979-06-04,1980-03-02,Progressive Conservative
Canada,Prime Ministers,21,Pierre Trudeau,1980-03-03,1984-06-29,Liberal
Canada,Prime Ministers,22,John Turner,1984-06-30,1984-09-16,Liberal
Canada,Prime Ministers,23,Brian Mulroney,1984-09-17,1993-06-24,Progressive Conservative
Canada,Prime Ministers,24,Kim Campbell,1993-06-25,1993-11-03,Progressive Conservative
Canada,Prime Ministers,25,Jean Chrétien,1993-11-04,2003-12-11,Liberal
Canada,Prime Ministers,26,Paul Martin,2003-12-12,2006-02-05,Liberal
Canada,Prime Ministers,27,Stephen Harper,2006-02-06,2015-11-03,Conservative
Canada,Prime Ministers,28,Justin Trudeau,2015-11-04,Incumbent,Liberal
Mexico,Presidents,1,Guadalupe Victoria,1824-10-10,1829-03-31,Independent
Mexico,Presidents,2,Vicente Guerrero,1829-04-01,1829-12-17,Liberal
Mexico,Presidents,3,José María Bocanegra,1829-12-17,1829-12-23,Liberal
Mexico,Presidents,4,Anastasio Bustamante,1830-01-01,1832-08-13,Conservative
Mexico,Presidents,5,Manuel Gómez Pedraza,1832-12-24,1833-03-31,Liberal
Mexico,Presidents,6,Antonio López de Santa Anna,1833-04-01,1833-05-16,Liberal
Mexico,Presidents,7,Valentín Gómez Farías,1833-04-01,1833-05-16,Liberal
Mexico,Presidents,8,Antonio López de Santa Anna,1833-05-16,1834-01-24,Liberal
Mexico,Presidents,9,Valentín Gómez Farías,1833-05-16,1834-01-24,Liberal
Mexico,Presidents,10,Antonio López de Santa Anna,1834-01-24,1835-01-27,Conservative
Mexico,Presidents,11,Miguel Barragán,1835-01-28,1836-02-18,Conservative
Mexico,Presidents,12,Anastasio Bustamante,1837-04-19,1841-09-22,Conservative
Mexico,Presidents,13,Antonio López de Santa Anna,1841-10-10,1842-10-26,Conservative
Mexico,Presidents,14,Nicolás Bravo,1842-10-26,1843-03-04,Conservative
Mexico,Presidents,15,Antonio López de Santa Anna,1843-03-04,1843-10-04,Conservative
Mexico,Presidents,16,Valentín Canalizo,1843-10-04,1844-06-04,Conservative
Mexico,Presidents,17,Antonio López de Santa Anna,1844-06-04,1844-09-12,Conservative
Mexico,Presidents,18,José Joaquín de Herrera,1844-09-12,1844-12-06,Liberal
Mexico,Presidents,19,Mariano Paredes,1846-01-04,1846-07-28,Conservative
Mexico,Presidents,20,Antonio López de Santa Anna,1846-08-21,1847-11-10,Liberal
Mexico,Presidents,21,Pedro María de Anaya,1847-11-10,1848-01-08,Liberal
Mexico,Presidents,22,Manuel de la Peña y Peña,1848-01-08,1848-06-03,Liberal
Mexico,Presidents,23,José Joaquín de Herrera,1848-06-03,1851-01-15,Liberal
Mexico,Presidents,24,Mariano Arista,1851-01-15,1853-01-06,Liberal
Mexico,Presidents,25,Antonio López de Santa Anna,1853-04-20,1855-08-12,Conservative
Mexico,Presidents,26,Juan N. Álvarez,1855-10-04,1855-12-11,Liberal
Mexico,Presidents,27,Ignacio Comonfort,1855-12-11,1858-01-21,Liberal
Mexico,Presidents,28,Benito Juárez,1858-01-21,1872-07-18,Liberal
Mexico,Presidents,29,Sebastián Lerdo de Tejada,1872-07-19,1876-11-20,Liberal
Mexico,Presidents,30,Porfirio Díaz,1876-11-28,1877-12-06,Liberal
Mexico,Presidents,31,Manuel González,1880-12-01,1884-11-30,Liberal
Mexico,Presidents,32,Porfirio Díaz,1884-12-01,1911-05-25,National Porfirist
Mexico,Presidents,33,Francisco I. Madero,1911-11-06,1913-02-19,Progressive Constitutionalist
Mexico,Presidents,34,Victoriano Huerta,1913-02-19,1914-07-15,Independent
Mexico,Presidents,35,Venustiano Carranza,1917-05-01,1920-05-21,Liberal Constitutionalist
Mexico,Presidents,36,Adolfo de la Huerta,1920-06-01,1920-11-30,Liberal Constitutionalist
Mexico,Presidents,37,Álvaro Obregón,1920-12-01,1924-11-30,Labour
Mexico,Presidents,38,Plutarco Elías Calles,1924-12-01,1928-11-30,Labour
Mexico,Presidents,39,Emilio Portes Gil,1928-12-01,1930-02-04,Institutional Revolutionary
Mexico,Presidents,40,Pascual Ortiz Rubio,1930-02-05,1932-09-04,Institutional Revolutionary
