sport,gender,competition_tour,competition_type,competition,competition_area,season,month,host_city,host_state,host_country,champion,champion_conference,champion_score,champion_manager,champion_manager_country,runner_up,runner_up_conference,runner_up_score,host_venue,attendance,third_place,third_place_conference,fourth_place,number_of_teams
Football,,,,UEFA Champions League,,1956-57,,Madrid,,Spain,Real Madrid,Spain,2-0,,,Fiorentina,Italy,,Santiago Bernabéu,124000,,,,
Football,,,,UEFA Champions League,,1957-58,,Brussels,,Belgium,Real Madrid,Spain,3-2,,,Milan,Italy,,Heysel Stadium,67000,,,,
Football,,,,UEFA Champions League,,1958-59,,Stuttgart,,West Germany,Real Madrid,Spain,2-0,,,Reims,France,,Neckarstadion,72000,,,,
Football,,,,UEFA Champions League,,1959-60,,Glasgow,,Scotland,Real Madrid,Spain,7-3,,,Eintracht Frankfurt,West Germany,,Hampden Park,127621,,,,
Football,,,,UEFA Champions League,,1960-61,,Bern,,Switzerland,Benfica,Portugal,3-2,,,Barcelona,Spain,,Wankdorf Stadium,26732,,,,
Football,,,,UEFA Champions League,,1961-62,,Amsterdam,,Netherlands,Benfica,Portugal,5-3,,,Real Madrid,Spain,,Olympisch Stadion,61257,,,,
Football,,,,UEFA Champions League,,1962-63,,London,,England,Milan,Italy,2-1,,,Benfica,Portugal,,Wembley Stadium,45715,,,,
Football,,,,UEFA Champions League,,1963-64,,Vienna,,Austria,Inter Milan,Italy,3-1,,,Real Madrid,Spain,,Praterstadion,71333,,,,
Football,,,,UEFA Champions League,,1964-65,,Milan,,Italy,Inter Milan,Italy,1-0,,,Benfica,Portugal,,San Siro,89000,,,,
Football,,,,UEFA Champions League,,1965-66,,Brussels,,Belgium,Real Madrid,Spain,2-1,,,Partizan,Yugoslavia,,Heysel Stadium,46745,,,,
Football,,,,UEFA Champions League,,1966-67,,Lisbon,,Portugal,Celtic,Scotland,2-1,,,Inter Milan,Italy,,Estádio Nacional,45000,,,,
Football,,,,UEFA Champions League,,1967-68,,London,,England,Manchester United,England,4-1,,,Benfica,Portugal,,Wembley Stadium,92225,,,,
Football,,,,UEFA Champions League,,1968-69,,Madrid,,Spain,Milan,Italy,4-1,,,Ajax,Netherlands,,Santiago Bernabéu,31782,,,,
Football,,,,UEFA Champions League,,1969-70,,Milan,,Italy,Feyenoord,Netherlands,2-1,,,Celtic,Scotland,,San Siro,53187,,,,
Football,,,,UEFA Champions League,,1970-71,,London,,England,Ajax,Netherlands,2-0,,,Panathinaikos,Greece,,Wembley Stadium,83179,,,,
Football,,,,UEFA Champions League,,1971-72,,Rotterdam,,Netherlands,Ajax,Netherlands,2-0,,,Inter Milan,Italy,,De Kuip,61354,,,,
Football,,,,UEFA Champions League,,1972-73,,Belgrade,,SFR Yugoslavia,Ajax,Netherlands,1-0,,,Juventus,Italy,,Red Star Stadium,89484,,,,
Football,,,,UEFA Champions League,,1973-74,,Brussels,,Belgium,Bayern Munich,West Germany,1-1,,,Atlético Madrid,Spain,,Heysel Stadium,48722,,,,
Football,,,,UEFA Champions League,,1974-75,,Paris,,France,Bayern Munich,West Germany,2-0,,,Leeds United,England,,Parc des Princes,48374,,,,
Football,,,,UEFA Champions League,,1975-76,,Glasgow,,Scotland,Bayern Munich,West Germany,1-0,,,Saint-Étienne,France,,Hampden Park,54864,,,,
Football,,,,UEFA Champions League,,1976-77,,Rome,,Italy,Liverpool,England,3-1,,,Borussia Mönchengladbach,West Germany,,Stadio Olimpico,57000,,,,
Football,,,,UEFA Champions League,,1977-78,,London,,England,Liverpool,England,1-0,,,Club Brugge,Belgium,,Wembley Stadium,92500,,,,
Football,,,,UEFA Champions League,,1978-79,,Munich,,West Germany,Nottingham Forest,England,1-0,,,Malmö FF,Sweden,,Olympiastadion,57500,,,,
Football,,,,UEFA Champions League,,1979-80,,Madrid,,Spain,Nottingham Forest,England,1-0,,,Hamburger SV,West Germany,,Santiago Bernabéu,51000,,,,
Football,,,,UEFA Champions League,,1980-81,,Paris,,France,Liverpool,England,1-0,,,Real Madrid,Spain,,Parc des Princes,48360,,,,
Football,,,,UEFA Champions League,,1981-82,,Rotterdam,,Netherlands,Aston Villa,England,1-0,,,Bayern Munich,West Germany,,De Kuip,46000,,,,
Football,,,,UEFA Champions League,,1982-83,,Athens,,Greece,Hamburger SV,West Germany,1-0,,,Juventus,Italy,,Olympic Stadium,73500,,,,
Football,,,,UEFA Champions League,,1983-84,,Rome,,Italy,Liverpool,England,1-1,,,Roma,Italy,,Stadio Olimpico,69693,,,,
Football,,,,UEFA Champions League,,1984-85,,Brussels,,Belgium,Juventus,Italy,1-0,,,Liverpool,England,,Heysel Stadium,58000,,,,
Football,,,,UEFA Champions League,,1985-86,,Seville,,Spain,Steaua București,Romania,0-0,,,Barcelona,Spain,,Ramón Sánchez Pizjuán,70000,,,,
Football,,,,UEFA Champions League,,1986-87,,Vienna,,Austria,Porto,Portugal,2-1,,,Bayern Munich,West Germany,,Praterstadion,57500,,,,
Football,,,,UEFA Champions League,,1987-88,,Stuttgart,,West Germany,PSV Eindhoven,Netherlands,0-0,,,Benfica,Portugal,,Neckarstadion,68000,,,,
Football,,,,UEFA Champions League,,1988-89,,Barcelona,,Spain,Milan,Italy,4-0,,,Steaua București,Romania,,Camp Nou,97000,,,,
Football,,,,UEFA Champions League,,1989-90,,Vienna,,Austria,Milan,Italy,1-0,,,Benfica,Portugal,,Praterstadion,57558,,,,
Football,,,,UEFA Champions League,,1990-91,,Bari,,Italy,Red Star Belgrade,Yugoslavia,0-0,,,Marseille,France,,Stadio San Nicola,56000,,,,
Football,,,,UEFA Champions League,,1991-92,,London,,England,Barcelona,Spain,1-0,,,Sampdoria,Italy,,Wembley Stadium,70827,,,,
Football,,,,UEFA Champions League,,1992-93,,Munich,,Germany,Marseille,France,1-0,,,Milan,Italy,,Olympiastadion,64400,,,,
Football,,,,UEFA Champions League,,1993-94,,Athens,,Greece,Milan,Italy,4-0,,,Barcelona,Spain,,Olympic Stadium,70000,,,,
Football,,,,UEFA Champions League,,1994-95,,Vienna,,Austria,Ajax,Netherlands,1-0,,,Milan,Italy,,Ernst-Happel-Stadion,49730,,,,
Football,,,,UEFA Champions League,,1995-96,,Rome,,Italy,Juventus,Italy,1-1,,,Ajax,Netherlands,,Stadio Olimpico,70000,,,,
Football,,,,UEFA Champions League,,1996-97,,Munich,,Germany,Borussia Dortmund,Germany,3-1,,,Juventus,Italy,,Olympiastadion,59000,,,,
Football,,,,UEFA Champions League,,1997-98,,Amsterdam,,Netherlands,Real Madrid,Spain,1-0,,,Juventus,Italy,,Amsterdam Arena,48500,,,,
Football,,,,UEFA Champions League,,1998-99,,Barcelona,,Spain,Manchester United,England,2-1,,,Bayern Munich,Germany,,Camp Nou,90245,,,,
Football,,,,UEFA Champions League,,1999-2000,,Saint-Denis,,France,Real Madrid,Spain,3-0,,,Valencia,Spain,,Stade de France,80000,,,,
Football,,,,UEFA Champions League,,2000-01,,Milan,,Italy,Bayern Munich,Germany,1-1,,,Valencia,Spain,,San Siro,71500,,,,
Football,,,,UEFA Champions League,,2001-02,,Glasgow,,Scotland,Real Madrid,Spain,2-1,,,Bayer Leverkusen,Germany,,Hampden Park,50499,,,,
Football,,,,UEFA Champions League,,2002-03,,Manchester,,England,Milan,Italy,0-0,,,Juventus,Italy,,Old Trafford,62315,,,,
Football,,,,UEFA Champions League,,2003-04,,Gelsenkirchen,,Germany,Porto,Portugal,3-0,,,Monaco,France,,Arena AufSchalke,53053,,,,
Football,,,,UEFA Champions League,,2004-05,,Istanbul,,Turkey,Liverpool,England,3-3,,,Milan,Italy,,Atatürk Olympic Stadium,69000,,,,
Football,,,,UEFA Champions League,,2005-06,,Saint-Denis,,France,Barcelona,Spain,2-1,,,Arsenal,England,,Stade de France,79610,,,,
Football,,,,UEFA Champions League,,2006-07,,Athens,,Greece,Milan,Italy,2-1,,,Liverpool,England,,Olympic Stadium,63000,,,,
Football,,,,UEFA Champions League,,2007-08,,Moscow,,Russia,Manchester United,England,1-1,,,Chelsea,England,,Luzhniki Stadium,67310,,,,
Football,,,,UEFA Champions League,,2008-09,,Rome,,Italy,Barcelona,Spain,2-0,,,Manchester United,England,,Stadio Olimpico,62467,,,,
Football,,,,UEFA Champions League,,2009-10,,Madrid,,Spain,Inter Milan,Italy,2-0,,,Bayern Munich,Germany,,Santiago Bernabéu,73490,,,,
Football,,,,UEFA Champions League,,2010-11,,London,,England,Barcelona,Spain,3-1,,,Manchester United,England,,Wembley Stadium,87695,,,,
Football,,,,UEFA Champions League,,2011-12,,Munich,,Germany,Chelsea,England,1-1,,,Bayern Munich,Germany,,Allianz Arena,62500,,,,
Football,,,,UEFA Champions League,,2012-13,,London,,England,Bayern Munich,Germany,2-1,,,Borussia Dortmund,Germany,,Wembley Stadium,86298,,,,
Football,,,,UEFA Champions League,,2013-14,,Lisbon,,Portugal,Real Madrid,Spain,4-1,,,Atlético Madrid,Spain,,Estádio da Luz,60976,,,,
Football,,,,UEFA Champions League,,2014-15,,Berlin,,Germany,Barcelona,Spain,3-1,,,Juventus,Italy,,Olympiastadion,70442,,,,
Football,,,,UEFA Champions League,,2015-16,,Milan,,Italy,Real Madrid,Spain,1-1,,,Atlético Madrid,Spain,,San Siro,71942,,,,
Football,,,,UEFA Champions League,,2016-17,,Cardiff,,Wales,Real Madrid,Spain,4-1,,,Juventus,Italy,,Millennium Stadium,65842,,,,
Football,,,,UEFA Champions League,,2017-18,,Kyiv,,Ukraine,Real Madrid,Spain,3-1,,,Liverpool,England,,NSC Olimpiyskiy Stadium,61561,,,,
Football,,,,UEFA Champions League,,2018-19,,Madrid,,Spain,Liverpool,England,2-0,,,Tottenham Hotspur,England,,Metropolitano Stadium,63272,,,,
Football,,,,UEFA Champions League,,2019-20,,Lisbon,,Portugal,Bayern Munich,Germany,1-0,,,Paris Saint-Germain,France,,Estádio da Luz,0,,,,
Football,,,,UEFA Champions League,,2020-21,,Porto,,Portugal,Chelsea,England,1-0,,,Manchester City,England,,Estádio do Dragão,14110,,,,
Football,,,,UEFA Champions League,,2021-22,,Saint-Denis,,France,Real Madrid,Spain,1-0,,,Liverpool,England,,Stade de France,75000,,,,
Football,,,,UEFA Champions League,,2022-23,,Istanbul,,Turkey,Manchester City,England,1-0,,,Inter Milan,Italy,,Atatürk Olympic Stadium,71412,,,,
Football,,,,UEFA Champions League,,,,,,,,,4-0,,,,,,,23325,,,,
Football,,,,UEFA Europa League,,1971-72,,Wolverhampton,,England,Tottenham Hotspur,England,2-1,,,Wolverhampton Wanderers,England,,Molineux,45000,,,,
Football,,,,UEFA Europa League,,1972-73,,Liverpool,,England,Liverpool,England,3-0,,,Borussia Mönchengladbach,West Germany,,Anfield,41169,,,,
Football,,,,UEFA Europa League,,1973-74,,London,,England,Feyenoord,Netherlands,2-2,,,Tottenham Hotspur,England,,White Hart Lane,46281,,,,
Football,,,,UEFA Europa League,,1974-75,,Düsseldorf,,West Germany,Borussia Mönchengladbach,West Germany,0-0,,,Twente,Netherlands,,Rheinstadion,42000,,,,
Football,,,,UEFA Europa League,,1975-76,,Liverpool,,England,Liverpool,England,3-2,,,Club Brugge,Belgium,,Anfield,56000,,,,
Football,,,,UEFA Europa League,,1976-77,,Turin,,Italy,Juventus#,Italy,1-0,,,Athletic Bilbao,Spain,,Stadio Comunale,75000,,,,
Football,,,,UEFA Europa League,,1977-78,,Bastia,,France,PSV Eindhoven,Netherlands,0-0,,,Bastia,France,,Stade Armand Cesari,15000,,,,
Football,,,,UEFA Europa League,,1978-79,,Belgrade,,SFR Yugoslavia,Borussia Mönchengladbach,West Germany,1-1,,,Red Star Belgrade,Yugoslavia,,Stadion Crvena Zvezda,87000,,,,
Football,,,,UEFA Europa League,,1979-80,,Mönchengladbach,,West Germany,Eintracht Frankfurt,West Germany,2-3,,,Borussia Mönchengladbach,West Germany,,Bökelbergstadion,25000,,,,
Football,,,,UEFA Europa League,,1980-81,,Ipswich,,England,Ipswich Town,England,3-0,,,AZ,Netherlands,,Portman Road,27532,,,,
Football,,,,UEFA Europa League,,1981-82,,Gothenburg,,Sweden,IFK Göteborg,Sweden,1-0,,,Hamburger SV,West Germany,,Nya Ullevi,42548,,,,
Football,,,,UEFA Europa League,,1982-83,,Brussels,,Belgium,Anderlecht,Belgium,1-0,,,Benfica,Portugal,,Heysel Stadium,55000,,,,
Football,,,,UEFA Europa League,,1983-84,,Brussels,,Belgium,Tottenham Hotspur,England,1-1,,,Anderlecht,Belgium,,Constant Vanden Stock,40000,,,,
Football,,,,UEFA Europa League,,1984-85,,Székesfehérvár,,Hungary,Real Madrid,Spain,3-0,,,Videoton,Hungary,,Sóstói Stadion,30000,,,,
Football,,,,UEFA Europa League,,1985-86,,Madrid,,Spain,Real Madrid,Spain,5-1,,,1. FC Köln,West Germany,,Santiago Bernabéu,85000,,,,
Football,,,,UEFA Europa League,,1986-87,,Gothenburg,,Sweden,IFK Göteborg,Sweden,1-0,,,Dundee United,Scotland,,Nya Ullevi,50023,,,,
Football,,,,UEFA Europa League,,1987-88,,Barcelona,,Spain,Bayer Leverkusen,West Germany,0-3,,,Espanyol,Spain,,Estadi de Sarrià,42000,,,,
Football,,,,UEFA Europa League,,1988-89,,Naples,,Italy,Napoli,Italy,2-1,,,VfB Stuttgart,West Germany,,Stadio San Paolo,83000,,,,
Football,,,,UEFA Europa League,,1989-90,,Turin,,Italy,Juventus,Italy,3-1,,,Fiorentina,Italy,,Stadio Comunale,45000,,,,
Football,,,,UEFA Europa League,,1990-91,,Milan,,Italy,Inter Milan,Italy,2-0,,,Roma,Italy,,San Siro,68887,,,,
Football,,,,UEFA Europa League,,1991-92,,Turin,,Italy,Ajax#,Netherlands,2-2,,,Torino,Italy,,Stadio delle Alpi,65377,,,,
Football,,,,UEFA Europa League,,1992-93,,Dortmund,,Germany,Juventus,Italy,3-1,,,Borussia Dortmund,Germany,,Westfalenstadion,37000,,,,
Football,,,,UEFA Europa League,,1993-94,,Vienna,,Austria,Inter Milan,Italy,1-0,,,Austria Salzburg,Austria,,Ernst-Happel-Stadion,47500,,,,
Football,,,,UEFA Europa League,,1994-95,,Parma,,Italy,Parma,Italy,1-0,,,Juventus,Italy,,Stadio Ennio Tardini,22062,,,,
Football,,,,UEFA Europa League,,1995-96,,Munich,,Germany,Bayern Munich,Germany,2-0,,,Bordeaux,France,,Olympiastadion,62000,,,,
Football,,,,UEFA Europa League,,1996-97,,Gelsenkirchen,,Germany,Schalke 04,Germany,1-0,,,Inter Milan,Italy,,Parkstadion,56000,,,,
Football,,,,UEFA Europa League,,1997-98,,Paris,,France,Inter Milan,Italy,3-0,,,Lazio,Italy,,Parc des Princes,44412,,,,
Football,,,,UEFA Europa League,,1998-99,,Moscow,,Russia,Parma,Italy,3-0,,,Marseille,France,,Luzhniki Stadium,61000,,,,
Football,,,,UEFA Europa League,,1999-2000,,Copenhagen,,Denmark,Galatasaray,Turkey,0-0,,,Arsenal,England,,Parken Stadium,38919,,,,
Football,,,,UEFA Europa League,,2000-01,,Dortmund,,Germany,Liverpool,England,5-4,,,Deportivo Alavés,Spain,,Westfalenstadion,48050,,,,
Football,,,,UEFA Europa League,,2001-02,,Rotterdam,,Netherlands,Feyenoord,Netherlands,3-2,,,Borussia Dortmund,Germany,,De Kuip,45611,,,,
Football,,,,UEFA Europa League,,2002-03,,Seville,,Spain,Porto,Portugal,3-2,,,Celtic,Scotland,,Estadio Olímpico de Sevilla,52972,,,,
Football,,,,UEFA Europa League,,2003-04,,Gothenburg,,Sweden,Valencia,Spain,2-0,,,Marseille,France,,Nya Ullevi,39000,,,,
Football,,,,UEFA Europa League,,2004-05,,Lisbon,,Portugal,CSKA Moscow,Russia,3-1,,,Sporting CP,Portugal,,Estádio José Alvalade,47085,,,,
Football,,,,UEFA Europa League,,2005-06,,Eindhoven,,Netherlands,Sevilla,Spain,4-0,,,Middlesbrough,England,,PSV Stadion,33100,,,,
Football,,,,UEFA Europa League,,2006-07,,Glasgow,,Scotland,Sevilla,Spain,2-2,,,Espanyol,Spain,,Hampden Park,47602,,,,
Football,,,,UEFA Europa League,,2007-08,,Manchester,,England,Zenit Saint Petersburg,Russia,2-0,,,Rangers,Scotland,,City of Manchester Stadium,43878,,,,
Football,,,,UEFA Europa League,,2008-09,,Istanbul,,Turkey,Shakhtar Donetsk,Ukraine,2-1,,,Werder Bremen,Germany,,Şükrü Saracoğlu Stadium,37357,,,,
Football,,,,UEFA Europa League,,2009-10,,Hamburg,,Germany,Atlético Madrid,Spain,2-1,,,Fulham,England,,Volksparkstadion,49000,,,,
Football,,,,UEFA Europa League,,2010-11,,Dublin,,Ireland,Porto,Portugal,1-0,,,Braga,Portugal,,Lansdowne Road Stadium,45391,,,,
Football,,,,UEFA Europa League,,2011-12,,Bucharest,,Romania,Atlético Madrid,Spain,3-0,,,Athletic Bilbao,Spain,,Arena Națională,52347,,,,
Football,,,,UEFA Europa League,,2012-13,,Amsterdam,,Netherlands,Chelsea,England,2-1,,,Benfica,Portugal,,Amsterdam Arena,46163,,,,
Football,,,,UEFA Europa League,,2013-14,,Turin,,Italy,Sevilla,Spain,0-0,,,Benfica,Portugal,,Juventus Stadium,33120,,,,
Football,,,,UEFA Europa League,,2014-15,,Warsaw,,Poland,Sevilla,Spain,3-2,,,Dnipro Dnipropetrovsk,Ukraine,,Stadion Narodowy,45000,,,,
Football,,,,UEFA Europa League,,2015-16,,Basel,,Switzerland,Sevilla,Spain,3-1,,,Liverpool,England,,St. Jakob-Park,34429,,,,
Football,,,,UEFA Europa League,,2016-17,,Solna,,Sweden,Manchester United,England,2-0,,,Ajax,Netherlands,,Friends Arena,46961,,,,
Football,,,,UEFA Europa League,,2017-18,,Décines-Charpieu,,France,Atlético Madrid,Spain,3-0,,,Marseille,France,,Parc Olympique Lyonnais,55768,,,,
Football,,,,UEFA Europa League,,2018-19,,Baku,,Azerbaijan,Chelsea,England,4-1,,,Arsenal,England,,Olympic Stadium,51370,,,,
Football,,,,UEFA Europa League,,2019-20,,Cologne,,Germany,Sevilla,Spain,3-2,,,Inter Milan,Italy,,Stadion Köln,0,,,,
Football,,,,UEFA Europa League,,2020-21,,Gdańsk,,Poland,Villarreal,Spain,1-1,,,Manchester United,England,,Stadion Gdańsk,9412,,,,
Football,,,,UEFA Europa League,,2021-22,,Seville,,Spain,Eintracht Frankfurt,Germany,1-1,,,Rangers,Scotland,,Ramón Sánchez Pizjuán,38842,,,,
Football,,,,UEFA Europa League,,2022-23,,Budapest,,Hungary,Sevilla,Spain,1-1,,,Roma,Italy,,Puskás Aréna,61476,,,,
Football,,,,UEFA Europa League,,,,White Hart Lane,,England,,,1-1,,,,,,London,54000,,,,
Football,,,,UEFA Europa League,,,,Bökelbergstadion,,West Germany,,,0-2,,,,,,Mönchengladbach,35000,,,,
Football,,,,UEFA Europa League,,,,Netherlands,,,,,2-0,,,,Rotterdam,,De Kuip,59000,,,,
Football,,,,UEFA Europa League,,,,Netherlands,,,,,5-1,,,,Enschede,,Diekman Stadion,21000,,,,
Football,,,,UEFA Europa League,,,,Belgium,,,,,1-1,,,,Bruges,,Olympiastadion,32000,,,,
Football,,,,UEFA Europa League,,,,Spain,,,,,1-2,,,,Bilbao,,San Mamés,43000,,,,
Football,,,,UEFA Europa League,,,,Netherlands,,,,,3-0,,,,Eindhoven,,Philips Stadion,27000,,,,
Football,,,,UEFA Europa League,,,,West Germany,,,,,1-0,,,,Düsseldorf,,Rheinstadion,45000,,,,
Football,,,,UEFA Europa League,,,,West Germany,,,,,1-0,,,,Frankfurt,,Waldstadion,59000,,,,
Football,,,,UEFA Europa League,,,,Netherlands,,,,,2-4,,,,Amsterdam,,Olympisch Stadion,28500,,,,
Football,,,,UEFA Europa League,,,,West Germany,,,,,3-0,,,,Hamburg,,Volksparkstadion,60000,,,,
Football,,,,UEFA Europa League,,,,Portugal,,,,,1-1,,,,Lisbon,,Estádio da Luz,80000,,,,
Football,,,,UEFA Europa League,,,,England,,,,,1-1,,,,London,,White Hart Lane,46205,,,,
Football,,,,UEFA Europa League,,,,Spain,,,,,0-1,,,,Madrid,,Santiago Bernabéu,90000,,,,
Football,,,,UEFA Europa League,,,,West Germany,,,,,0-2,,,,Berlin,,Olympiastadion,15000,,,,
Football,,,,UEFA Europa League,,,,Scotland,,,,,1-1,,,,Dundee,,Tannadice Park,20911,,,,
Football,,,,UEFA Europa League,,,,West Germany,,,,,3-0,,,,Leverkusen,,Ulrich Haberland Stadion,22000,,,,
Football,,,,UEFA Europa League,,,,West Germany,,,,,3-3,,,,Stuttgart,,Neckarstadion,67000,,,,
Football,,,,UEFA Europa League,,,,Italy,,,,,0-0,,,,Avellino,,Stadio Partenio,32000,,,,
Football,,,,UEFA Europa League,,,,Italy,,,,,0-1,,,,Rome,,Stadio Olimpico,70901,,,,
Football,,,,UEFA Europa League,,,,Netherlands,,,,,0-0,,,,Amsterdam,,Olympisch Stadion,42000,,,,
Football,,,,UEFA Europa League,,,,Italy,,,,,3-0,,,,Turin,,Stadio delle Alpi,62781,,,,
Football,,,,UEFA Europa League,,,,Italy,,,,,1-0,,,,Milan,,San Siro,80326,,,,
Football,,,,UEFA Europa League,,,,Italy,,,,,1-1,,,,Milan,,San Siro,80754,,,,
Football,,,,UEFA Europa League,,,,France,,,,,3-1,,,,Bordeaux,,Parc Lescure,36000,,,,
Football,,,,UEFA Europa League,,,,Italy,,,,,0-1,,,,Milan,,San Siro,83000,,,,
Football,male,,,UEFA European Championship,Europe,1960,,,,France,Soviet Union,,,Gavriil Kachalin,Soviet Union,Yugoslavia,,,,,,,,4.0
Football,male,,,UEFA European Championship,Europe,1964,,,,Spain,Spain,,,José Villalonga,Spain,Soviet Union,,,,,,,,4.0
Football,male,,,UEFA European Championship,Europe,1968,,,,Italy,Italy,,,Ferruccio Valcareggi,Italy,Yugoslavia,,,,,,,,4.0
Football,male,,,UEFA European Championship,Europe,1972,,,,Belgium,West Germany,,,Helmut Schön,West Germany,Soviet Union,,,,,,,,4.0
Football,male,,,UEFA European Championship,Europe,1976,,,,Yugoslavia,Czechoslovakia,,,Václav Ježek	,Czechoslovakia,West Germany,,,,,,,,4.0
Football,male,,,UEFA European Championship,Europe,1980,,,,Italy,West Germany,,,Jupp Derwall,West Germany,Belgium,,,,,,,,8.0
Football,male,,,UEFA European Championship,Europe,1984,,,,France,France,,,Michel Hidalgo,France,Spain,,,,,,,,8.0
Football,male,,,UEFA European Championship,Europe,1988,,,,West Germany,Netherlands,,,Rinus Michels,Netherlands,Soviet Union,,,,,,,,8.0
Football,male,,,UEFA European Championship,Europe,1992,,,,Sweden,Denmark,,,Richard Møller Nielsen,Denmark,Germany,,,,,,,,8.0
Football,male,,,UEFA European Championship,Europe,1996,,,,England,Germany,,,Berti Vogts,Germany,Czech Republic,,,,,,,,16.0
Football,male,,,UEFA European Championship,Europe,2000,,,,Belgium;Netherlands,France,,,Roger Lemerre,France,Italy,,,,,,,,16.0
Football,male,,,UEFA European Championship,Europe,2004,,,,Portugal,Greece,,,Otto Rehhagel,Germany,Portugal,,,,,,,,16.0
Football,male,,,UEFA European Championship,Europe,2008,,,,Austria;Switzerland,Spain,,,Luis Aragonés,Spain,Germany,,,,,,,,16.0
Football,male,,,UEFA European Championship,Europe,2012,,,,Poland;Ukraine,Spain,,,Vicente del Bosque,Spain,Italy,,,,,,,,16.0
Football,male,,,UEFA European Championship,Europe,2016,,,,France,Portugal,,,Fernando Santos,Portugal,France,,,,,,,,24.0
Football,male,,,UEFA European Championship,Europe,2020,,,,Europe,Italy,,,Roberto Mancini,Italy,England,,,,,,,,24.0
Footy,male,,,AFL,Australia,1897,,,,Australia,Essendon,Victoria,,,,Geelong,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1898,,,,Australia,Fitzroy,Victoria,,,,Essendon,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1899,,,,Australia,Fitzroy,Victoria,,,,Sydney Swans,New South Wales,,,,,,,
Footy,male,,,AFL,Australia,1900,,,,Australia,Melbourne,Victoria,,,,Fitzroy,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1901,,,,Australia,Essendon,Victoria,,,,Collingwood,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1902,,,,Australia,Collingwood,Victoria,,,,Essendon,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1903,,,,Australia,Collingwood,Victoria,,,,Fitzroy,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1904,,,,Australia,Fitzroy,Victoria,,,,Carlton,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1905,,,,Australia,Fitzroy,Victoria,,,,Collingwood,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1906,,,,Australia,Carlton,Victoria,,,,Fitzroy,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1907,,,,Australia,Carlton,Victoria,,,,Sydney Swans,New South Wales,,,,,,,
Footy,male,,,AFL,Australia,1908,,,,Australia,Carlton,Victoria,,,,Essendon,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1909,,,,Australia,Sydney Swans,New South Wales,,,,Carlton,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1910,,,,Australia,Collingwood,Victoria,,,,Carlton,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1911,,,,Australia,Essendon,Victoria,,,,Collingwood,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1912,,,,Australia,Essendon,Victoria,,,,Sydney Swans,New South Wales,,,,,,,
Footy,male,,,AFL,Australia,1913,,,,Australia,Fitzroy,Victoria,,,,St Kilda,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1914,,,,Australia,Carlton,Victoria,,,,Sydney Swans,New South Wales,,,,,,,
Footy,male,,,AFL,Australia,1915,,,,Australia,Carlton,Victoria,,,,Collingwood,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1916,,,,Australia,Fitzroy,Victoria,,,,Carlton,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1917,,,,Australia,Collingwood,Victoria,,,,Fitzroy,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1918,,,,Australia,Sydney Swans,New South Wales,,,,Collingwood,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1919,,,,Australia,Collingwood,Victoria,,,,Richmond,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1920,,,,Australia,Richmond,Victoria,,,,Collingwood,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1921,,,,Australia,Richmond,Victoria,,,,Carlton,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1922,,,,Australia,Fitzroy,Victoria,,,,Collingwood,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1923,,,,Australia,Essendon,Victoria,,,,Fitzroy,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1924,,,,Australia,Essendon,Victoria,,,,Richmond,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1925,,,,Australia,Geelong,Victoria,,,,Collingwood,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1926,,,,Australia,Melbourne,Victoria,,,,Collingwood,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1927,,,,Australia,Collingwood,Victoria,,,,Richmond,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1928,,,,Australia,Collingwood,Victoria,,,,Richmond,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1929,,,,Australia,Collingwood,Victoria,,,,Richmond,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1930,,,,Australia,Collingwood,Victoria,,,,Geelong,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1931,,,,Australia,Geelong,Victoria,,,,Richmond,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1932,,,,Australia,Richmond,Victoria,,,,Carlton,Victoria,,,,,,,
